Date,Close,Volume,VIX,GDP,Unemployment,CPI,Interest_Rate
1990-07-09,359.5199890136719,119390000.0,16.65999984741211,6015.116,5.5,130.5,8.15
1990-07-10,356.489990234375,147630000.0,16.920000076293945,6015.116,5.5,130.5,8.15
1990-07-11,361.2300109863281,162220000.0,16.68000030517578,6015.116,5.5,130.5,8.15
1990-07-12,365.44000244140625,213180000.0,17.059999465942383,6015.116,5.5,130.5,8.15
1990-07-13,367.30999755859375,215600000.0,17.09000015258789,6015.116,5.5,130.5,8.15
1990-07-16,368.95001220703125,149430000.0,16.75,6015.116,5.5,130.5,8.15
1990-07-17,367.5199890136719,176790000.0,16.65999984741211,6015.116,5.5,130.5,8.15
1990-07-18,364.2200012207031,168760000.0,18.899999618530273,6015.116,5.5,130.5,8.15
1990-07-19,365.32000732421875,161990000.0,18.559999465942383,6015.116,5.5,130.5,8.15
1990-07-20,361.6099853515625,177810000.0,15.630000114440918,6015.116,5.5,130.5,8.15
1990-07-23,355.30999755859375,209030000.0,23.68000030517578,6015.116,5.5,130.5,8.15
1990-07-24,355.7900085449219,181920000.0,21.790000915527344,6015.116,5.5,130.5,8.15
1990-07-25,357.0899963378906,163530000.0,20.190000534057617,6015.116,5.5,130.5,8.15
1990-07-26,355.9100036621094,155040000.0,20.260000228881836,6015.116,5.5,130.5,8.15
1990-07-27,353.44000244140625,149070000.0,21.1200008392334,6015.116,5.5,130.5,8.15
1990-07-30,355.54998779296875,146470000.0,21.15999984741211,6015.116,5.5,130.5,8.15
1990-07-31,356.1499938964844,175380000.0,21.110000610351562,6015.116,5.5,130.5,8.15
1990-08-01,355.5199890136719,178260000.0,21.639999389648438,6015.116,5.7,131.6,8.13
1990-08-02,351.4800109863281,253090000.0,20.43000030517578,6015.116,5.7,131.6,8.13
1990-08-03,344.8599853515625,295880000.0,28.739999771118164,6015.116,5.7,131.6,8.13
1990-08-06,334.42999267578125,240400000.0,35.90999984741211,6015.116,5.7,131.6,8.13
1990-08-07,334.8299865722656,231580000.0,32.75,6015.116,5.7,131.6,8.13
1990-08-08,338.3500061035156,190400000.0,28.270000457763672,6015.116,5.7,131.6,8.13
1990-08-09,339.94000244140625,155810000.0,24.389999389648438,6015.116,5.7,131.6,8.13
1990-08-10,335.5199890136719,145340000.0,25.75,6015.116,5.7,131.6,8.13
1990-08-13,338.8399963378906,122820000.0,25.739999771118164,6015.116,5.7,131.6,8.13
1990-08-14,339.3900146484375,130320000.0,24.18000030517578,6015.116,5.7,131.6,8.13
1990-08-15,340.05999755859375,136710000.0,23.309999465942383,6015.116,5.7,131.6,8.13
1990-08-16,332.3900146484375,138850000.0,27.15999984741211,6015.116,5.7,131.6,8.13
1990-08-17,327.8299865722656,212560000.0,27.530000686645508,6015.116,5.7,131.6,8.13
1990-08-20,328.510009765625,129630000.0,26.459999084472656,6015.116,5.7,131.6,8.13
1990-08-21,321.8599853515625,194630000.0,28.899999618530273,6015.116,5.7,131.6,8.13
1990-08-22,316.54998779296875,175550000.0,30.549999237060547,6015.116,5.7,131.6,8.13
1990-08-23,307.05999755859375,250440000.0,36.470001220703125,6015.116,5.7,131.6,8.13
1990-08-24,311.510009765625,199040000.0,33.93000030517578,6015.116,5.7,131.6,8.13
1990-08-27,321.44000244140625,160150000.0,29.6299991607666,6015.116,5.7,131.6,8.13
1990-08-28,321.3399963378906,127660000.0,29.1200008392334,6015.116,5.7,131.6,8.13
1990-08-29,324.19000244140625,134240000.0,27.3799991607666,6015.116,5.7,131.6,8.13
1990-08-30,318.7099914550781,120890000.0,29.889999389648438,6015.116,5.7,131.6,8.13
1990-08-31,322.55999755859375,96480000.0,29.899999618530273,6015.116,5.7,131.6,8.13
1990-09-01,322.55999755859375,96480000.0,29.899999618530273,6015.116,5.9,132.5,8.2
1990-09-04,323.0899963378906,92940000.0,29.579999923706055,6015.116,5.9,132.5,8.2
1990-09-05,324.3900146484375,120610000.0,28.520000457763672,6015.116,5.9,132.5,8.2
1990-09-06,320.4599914550781,125620000.0,30.190000534057617,6015.116,5.9,132.5,8.2
1990-09-07,323.3999938964844,123800000.0,28.729999542236328,6015.116,5.9,132.5,8.2
1990-09-10,321.6300048828125,119730000.0,29.34000015258789,6015.116,5.9,132.5,8.2
1990-09-11,321.0400085449219,113220000.0,28.3799991607666,6015.116,5.9,132.5,8.2
1990-09-12,322.5400085449219,129890000.0,28.1200008392334,6015.116,5.9,132.5,8.2
1990-09-13,318.6499938964844,123390000.0,29.329999923706055,6015.116,5.9,132.5,8.2
1990-09-14,316.8299865722656,133390000.0,30.559999465942383,6015.116,5.9,132.5,8.2
1990-09-17,317.7699890136719,110600000.0,29.549999237060547,6015.116,5.9,132.5,8.2
1990-09-18,318.6000061035156,141130000.0,28.81999969482422,6015.116,5.9,132.5,8.2
1990-09-19,316.6000061035156,147530000.0,27.8799991607666,6015.116,5.9,132.5,8.2
1990-09-20,311.4800109863281,145100000.0,28.65999984741211,6015.116,5.9,132.5,8.2
1990-09-21,311.32000732421875,201050000.0,30.040000915527344,6015.116,5.9,132.5,8.2
1990-09-24,304.5899963378906,164070000.0,30.559999465942383,6015.116,5.9,132.5,8.2
1990-09-25,308.260009765625,155940000.0,28.809999465942383,6015.116,5.9,132.5,8.2
1990-09-26,305.05999755859375,155570000.0,28.190000534057617,6015.116,5.9,132.5,8.2
1990-09-27,300.9700012207031,182690000.0,28.670000076293945,6015.116,5.9,132.5,8.2
1990-09-28,306.04998779296875,201010000.0,29.110000610351562,6015.116,5.9,132.5,8.2
1990-10-01,314.94000244140625,202210000.0,28.059999465942383,6004.733,5.9,133.4,8.11
1990-10-02,315.2099914550781,188360000.0,27.280000686645508,6004.733,5.9,133.4,8.11
1990-10-03,311.3999938964844,135490000.0,27.899999618530273,6004.733,5.9,133.4,8.11
1990-10-04,312.69000244140625,145410000.0,27.510000228881836,6004.733,5.9,133.4,8.11
1990-10-05,311.5,153380000.0,27.850000381469727,6004.733,5.9,133.4,8.11
1990-10-08,313.4800109863281,99470000.0,28.040000915527344,6004.733,5.9,133.4,8.11
1990-10-09,305.1000061035156,145610000.0,30.709999084472656,6004.733,5.9,133.4,8.11
1990-10-10,300.3900146484375,169190000.0,31.190000534057617,6004.733,5.9,133.4,8.11
1990-10-11,295.4599914550781,180060000.0,33.97999954223633,6004.733,5.9,133.4,8.11
1990-10-12,300.0299987792969,187940000.0,31.940000534057617,6004.733,5.9,133.4,8.11
1990-10-15,303.2300109863281,164980000.0,31.639999389648438,6004.733,5.9,133.4,8.11
1990-10-16,298.9200134277344,149570000.0,31.450000762939453,6004.733,5.9,133.4,8.11
1990-10-17,298.760009765625,161260000.0,31.3700008392334,6004.733,5.9,133.4,8.11
1990-10-18,305.739990234375,204110000.0,29.600000381469727,6004.733,5.9,133.4,8.11
1990-10-19,312.4800109863281,221480000.0,27.860000610351562,6004.733,5.9,133.4,8.11
1990-10-22,314.760009765625,152650000.0,27.270000457763672,6004.733,5.9,133.4,8.11
1990-10-23,312.3599853515625,146300000.0,27.56999969482422,6004.733,5.9,133.4,8.11
1990-10-24,312.6000061035156,149290000.0,28.280000686645508,6004.733,5.9,133.4,8.11
1990-10-25,310.1700134277344,141460000.0,29.040000915527344,6004.733,5.9,133.4,8.11
1990-10-26,304.7099914550781,130190000.0,30.75,6004.733,5.9,133.4,8.11
1990-10-29,301.8800048828125,133980000.0,31.540000915527344,6004.733,5.9,133.4,8.11
1990-10-30,304.05999755859375,153450000.0,30.520000457763672,6004.733,5.9,133.4,8.11
1990-10-31,304.0,156060000.0,30.040000915527344,6004.733,5.9,133.4,8.11
1990-11-01,307.0199890136719,159270000.0,30.25,6004.733,6.2,133.7,7.81
1990-11-02,311.8500061035156,168700000.0,30.030000686645508,6004.733,6.2,133.7,7.81
1990-11-05,314.5899963378906,147510000.0,29.850000381469727,6004.733,6.2,133.7,7.81
1990-11-06,311.6199951171875,142660000.0,29.110000610351562,6004.733,6.2,133.7,7.81
1990-11-07,306.010009765625,149130000.0,30.8700008392334,6004.733,6.2,133.7,7.81
1990-11-08,307.6099853515625,155570000.0,30.790000915527344,6004.733,6.2,133.7,7.81
1990-11-09,313.739990234375,145160000.0,26.959999084472656,6004.733,6.2,133.7,7.81
1990-11-12,319.4800109863281,161390000.0,25.600000381469727,6004.733,6.2,133.7,7.81
1990-11-13,317.6700134277344,160240000.0,24.579999923706055,6004.733,6.2,133.7,7.81
1990-11-14,320.3999938964844,179310000.0,22.889999389648438,6004.733,6.2,133.7,7.81
1990-11-15,317.0199890136719,151370000.0,22.56999969482422,6004.733,6.2,133.7,7.81
1990-11-16,317.1199951171875,165440000.0,21.34000015258789,6004.733,6.2,133.7,7.81
1990-11-19,319.3399963378906,140950000.0,20.950000762939453,6004.733,6.2,133.7,7.81
1990-11-20,315.30999755859375,161170000.0,20.09000015258789,6004.733,6.2,133.7,7.81
1990-11-21,316.0299987792969,140660000.0,21.09000015258789,6004.733,6.2,133.7,7.81
1990-11-23,315.1000061035156,63350000.0,20.979999542236328,6004.733,6.2,133.7,7.81
1990-11-26,316.510009765625,131540000.0,22.760000228881836,6004.733,6.2,133.7,7.81
1990-11-27,318.1000061035156,147590000.0,22.860000610351562,6004.733,6.2,133.7,7.81
1990-11-28,317.95001220703125,145490000.0,22.959999084472656,6004.733,6.2,133.7,7.81
1990-11-29,316.4200134277344,140920000.0,23.90999984741211,6004.733,6.2,133.7,7.81
1990-11-30,322.2200012207031,192350000.0,22.15999984741211,6004.733,6.2,133.7,7.81
1990-12-01,322.2200012207031,192350000.0,22.15999984741211,6004.733,6.3,134.2,7.31
1990-12-03,324.1000061035156,177000000.0,22.290000915527344,6004.733,6.3,134.2,7.31
1990-12-04,326.3500061035156,185820000.0,22.030000686645508,6004.733,6.3,134.2,7.31
1990-12-05,329.9200134277344,205820000.0,20.940000534057617,6004.733,6.3,134.2,7.31
1990-12-06,329.07000732421875,256380000.0,22.6200008392334,6004.733,6.3,134.2,7.31
1990-12-07,327.75,164950000.0,22.59000015258789,6004.733,6.3,134.2,7.31
1990-12-10,328.8900146484375,138650000.0,23.579999923706055,6004.733,6.3,134.2,7.31
1990-12-11,326.44000244140625,145330000.0,23.75,6004.733,6.3,134.2,7.31
1990-12-12,330.19000244140625,182270000.0,21.280000686645508,6004.733,6.3,134.2,7.31
1990-12-13,329.3399963378906,162110000.0,23.049999237060547,6004.733,6.3,134.2,7.31
1990-12-14,326.82000732421875,151010000.0,23.850000381469727,6004.733,6.3,134.2,7.31
1990-12-17,326.0199890136719,118560000.0,24.850000381469727,6004.733,6.3,134.2,7.31
1990-12-18,330.04998779296875,176460000.0,23.110000610351562,6004.733,6.3,134.2,7.31
1990-12-19,330.20001220703125,180380000.0,23.079999923706055,6004.733,6.3,134.2,7.31
1990-12-20,330.1199951171875,174700000.0,23.1299991607666,6004.733,6.3,134.2,7.31
1990-12-21,331.75,233400000.0,22.65999984741211,6004.733,6.3,134.2,7.31
1990-12-24,329.8999938964844,57200000.0,24.030000686645508,6004.733,6.3,134.2,7.31
1990-12-26,330.8500061035156,78730000.0,24.18000030517578,6004.733,6.3,134.2,7.31
1990-12-27,328.2900085449219,102900000.0,24.809999465942383,6004.733,6.3,134.2,7.31
1990-12-28,328.7200012207031,111030000.0,25.049999237060547,6004.733,6.3,134.2,7.31
1990-12-31,330.2200012207031,114130000.0,26.3799991607666,6004.733,6.3,134.2,7.31
1991-01-01,330.2200012207031,114130000.0,26.3799991607666,6035.178,6.4,134.7,6.91
1991-01-02,326.45001220703125,126280000.0,26.6200008392334,6035.178,6.4,134.7,6.91
1991-01-03,321.9100036621094,141450000.0,27.93000030517578,6035.178,6.4,134.7,6.91
1991-01-04,321.0,140820000.0,27.190000534057617,6035.178,6.4,134.7,6.91
1991-01-07,315.44000244140625,130610000.0,28.950000762939453,6035.178,6.4,134.7,6.91
1991-01-08,314.8999938964844,143390000.0,30.3799991607666,6035.178,6.4,134.7,6.91
1991-01-09,311.489990234375,191100000.0,33.29999923706055,6035.178,6.4,134.7,6.91
1991-01-10,314.5299987792969,124510000.0,31.329999923706055,6035.178,6.4,134.7,6.91
1991-01-11,315.2300109863281,123050000.0,32.630001068115234,6035.178,6.4,134.7,6.91
1991-01-14,312.489990234375,120830000.0,36.20000076293945,6035.178,6.4,134.7,6.91
1991-01-15,313.7300109863281,110000000.0,36.15999984741211,6035.178,6.4,134.7,6.91
1991-01-16,316.1700134277344,134560000.0,33.20000076293945,6035.178,6.4,134.7,6.91
1991-01-17,327.9700012207031,319080000.0,27.450000762939453,6035.178,6.4,134.7,6.91
1991-01-18,332.2300109863281,226770000.0,25.389999389648438,6035.178,6.4,134.7,6.91
1991-01-21,331.05999755859375,136290000.0,24.329999923706055,6035.178,6.4,134.7,6.91
1991-01-22,328.30999755859375,177060000.0,24.899999618530273,6035.178,6.4,134.7,6.91
1991-01-23,330.2099914550781,168620000.0,23.920000076293945,6035.178,6.4,134.7,6.91
1991-01-24,334.7799987792969,223150000.0,22.860000610351562,6035.178,6.4,134.7,6.91
1991-01-25,336.07000732421875,194350000.0,22.200000762939453,6035.178,6.4,134.7,6.91
1991-01-28,336.0299987792969,141270000.0,23.049999237060547,6035.178,6.4,134.7,6.91
1991-01-29,335.8399963378906,155740000.0,23.170000076293945,6035.178,6.4,134.7,6.91
1991-01-30,340.9100036621094,226790000.0,21.3700008392334,6035.178,6.4,134.7,6.91
1991-01-31,343.92999267578125,204520000.0,20.90999984741211,6035.178,6.4,134.7,6.91
1991-02-01,343.04998779296875,246670000.0,21.040000915527344,6035.178,6.6,134.8,6.25
1991-02-04,348.3399963378906,250750000.0,21.860000610351562,6035.178,6.6,134.8,6.25
1991-02-05,351.260009765625,290570000.0,21.459999084472656,6035.178,6.6,134.8,6.25
1991-02-06,358.07000732421875,276940000.0,22.68000030517578,6035.178,6.6,134.8,6.25
1991-02-07,356.5199890136719,292190000.0,23.600000381469727,6035.178,6.6,134.8,6.25
1991-02-08,359.3500061035156,187830000.0,23.3799991607666,6035.178,6.6,134.8,6.25
1991-02-11,368.5799865722656,265350000.0,22.559999465942383,6035.178,6.6,134.8,6.25
1991-02-12,365.5,256160000.0,22.260000228881836,6035.178,6.6,134.8,6.25
1991-02-13,369.0199890136719,209960000.0,20.860000610351562,6035.178,6.6,134.8,6.25
1991-02-14,364.2200012207031,230750000.0,21.479999542236328,6035.178,6.6,134.8,6.25
1991-02-15,369.05999755859375,228480000.0,19.56999969482422,6035.178,6.6,134.8,6.25
1991-02-19,369.3900146484375,189900000.0,19.84000015258789,6035.178,6.6,134.8,6.25
1991-02-20,365.1400146484375,185680000.0,22.260000228881836,6035.178,6.6,134.8,6.25
1991-02-21,364.9700012207031,180770000.0,20.780000686645508,6035.178,6.6,134.8,6.25
1991-02-22,365.6499938964844,218760000.0,21.010000228881836,6035.178,6.6,134.8,6.25
1991-02-25,367.260009765625,193820000.0,22.860000610351562,6035.178,6.6,134.8,6.25
1991-02-26,362.80999755859375,164170000.0,20.3799991607666,6035.178,6.6,134.8,6.25
1991-02-27,367.739990234375,211410000.0,21.260000228881836,6035.178,6.6,134.8,6.25
1991-02-28,367.07000732421875,223010000.0,21.229999542236328,6035.178,6.6,134.8,6.25
1991-03-01,370.4700012207031,221510000.0,21.229999542236328,6035.178,6.8,134.8,6.12
1991-03-04,369.3299865722656,199830000.0,20.860000610351562,6035.178,6.8,134.8,6.12
1991-03-05,376.7200012207031,253700000.0,20.450000762939453,6035.178,6.8,134.8,6.12
1991-03-06,376.1700134277344,262290000.0,20.549999237060547,6035.178,6.8,134.8,6.12
1991-03-07,375.9100036621094,197060000.0,21.049999237060547,6035.178,6.8,134.8,6.12
1991-03-08,374.95001220703125,206850000.0,20.809999465942383,6035.178,6.8,134.8,6.12
1991-03-11,372.9599914550781,161600000.0,20.8799991607666,6035.178,6.8,134.8,6.12
