o_x,h_x,l_x,c_x,t,o_y,h_y,l_y,c_y,o,h,l,c,longLiquidationUsd_x,shortLiquidationUsd_x,longLiquidationUsd_y,shortLiquidationUsd_y,longAccount_x,shortAccount_x,longShortRadio_x,longAccount_y,shortAccount_y,longShortRadio_y,longAccount,shortAccount,longShortRadio_x,longShortRadio_y,buy,sell,price_x,index,googleTrend,difficulty,transcations,sentByAddress,tweets,avg,ahr999,value,puellMultiple,modelVariance,nextHalving,stockFlow365dAverage,ma110,ma350Mu2,3LowBullHigh,x8,2LowBullHigh,price_y,ma350,1.6AccumulationHigh,x21,x13,x5,BTC price,Model price,Fire sale,Buy,Accumulate,Still cheap,Hold,Is this a bubble?,FOMO intensifies,"Sell. Seriously, sell",Maximum bubble territory,values,prices
370442.32,370442.32,325704.94,359200.1,2021-02-26,0.01,0.055455,0.01,0.026099,0.01447277,0.01957275,0.00096913,0.00096913,7915754.85806,23378534.82644,64293393.79359896,106496999.55293,70.33,29.67,2.37,68.89,31.11,2.214,52.11,47.89,1.088,0.958534305194,147416.543,153891.243,46648.0,99.63902168,216.981,21724134900047.0,306277,548907,81742,18851.7297,5.933522440750129,46648,2.5709179278502208,0.5355593442515403,1162,27248.24571260684,30290.466846846844,32605.337885714285,48908.00682857143,1542.4610285714286,32605.337885714285,46551.0,16302.668942857143,26084.27030857143,56.648812500000005,293.28445714285715,25639.926285714286,46551.0,8029.492339,10700.591962,14544.229981,19966.316785,26954.527687,36388.612378,49992.640669,68834.56227,92407.509417,125701.343089,79.0,49961.5
353005,377961.51,346801.61,357238.41,2021-02-27,0.018161,0.064607,0.01,0.01,0.00075078,0.03442739,-0.00355307,0.00746201,3497853.61208,9300372.58222,11497899.36859073,28460077.04881603,74.21,25.79,2.877,72.29,27.71,2.609,45.95,54.05,0.85,0.972868610686,147416.543,153891.243,47126.0,92.04658333,174.644,21724134900047.0,320627,497487,66315,18984.0007,6.005644159348349,47126,2.86595720433543,0.5226597706146414,1161,27407.52851821333,30567.443243243244,32839.91988571429,49259.87982857144,1542.4610285714286,32839.91988571429,46223.0,16419.959942857146,26271.935908571435,56.648812500000005,293.28445714285715,25639.926285714286,46223.0,8040.60223,10715.39768,14564.353893,19993.94289,26991.822928,36438.960953,50061.812261,68929.804213,92535.367725,125875.267927,55.0,47027.0
345881.83,378335.69,339108.22,366044.6,2021-02-28,0.01,0.01,0.01,0.01,0.00788269,0.00888043,-0.02233484,0.00112811,13183612.29303,41144954.90714,35856751.88435826,132448656.72616763,68.04,31.96,2.129,63.36,36.64,1.729,47.7,52.3,0.912,0.973821085136,147416.543,153891.243,44822.0,96.60917643,192.524,21724134900047.0,254185,396315,73439,19113.8485,5.388762921267122,44822,2.365253421471885,0.5243883593452487,1160,27701.137458354013,30851.297387387385,33076.49742857143,49614.74614285714,1542.4610285714286,33076.49742857143,46799.0,16538.248714285714,26461.197942857143,56.648812500000005,293.28445714285715,25639.926285714286,46799.0,8051.724981,10730.220538,14584.501102,20021.600974,27029.161342,36489.367812,50131.063926,69025.156408,92663.374044,126049.394102,56.0,46578.5
365159.61,372289.18,344777.17,344777.17,2021-03-01,0.01,0.072963,0.01,0.060475,0.00021884,0.02762135,-0.01453613,0.02146996,12299785.2818,4496564.88902,42710287.52214144,12075480.350385,61.49,38.51,1.597,57.89,42.11,1.375,46.26,53.74,0.861,1.05331402633,147416.543,153891.243,47582.0,97.39050599,188.287,21724134900047.0,280355,517568,89756,19249.6075,6.0220861193300115,47582,2.3686957480751385,0.5833741001328363,1159,27925.730404204,31164.507207207207,33333.71171428571,50000.56757142856,1542.4610285714286,33333.71171428571,50045.0,16666.855857142855,26666.969371428568,56.648812500000005,293.28445714285715,25639.926285714286,50045.0,8062.860605,10745.060551,14604.671627,20049.291069,27066.54297,36539.833009,50200.395739,69120.61896,92791.52851,126223.721802,55.0,46486.0
343717.77,421273.62,339926.79,415783.39,2021-03-02,0.049871,0.120596,0.01,0.01,0.01970618,0.03389392,0.01354483,0.01354483,4630045.75087,22909210.76423,31096469.55114176,62001159.00947743,68.1,31.9,2.135,65.53,34.47,1.901,46.68,53.32,0.875,0.94134999895,147416.543,153891.243,48631.0,92.88066618,168.774,21724134900047.0,338007,576054,103342,19386.7643,6.237827404367755,48631,2.772663113178209,0.5448075588326429,1158,28146.29741423462,31460.353153153155,33580.24074285714,50370.36111428571,1542.4610285714286,33580.24074285714,48532.0,16790.12037142857,26864.192594285712,56.648812500000005,293.28445714285715,25639.926285714286,48532.0,8074.009114,10759.917736,14624.865492,20077.013203,27103.967851,36590.356599,50269.807776,69216.19197,92919.831263,126398.251215,38.0,46260.5
414993.17,416847.75,377905.33,394169.22,2021-03-03,0.01,0.086954,0.01,0.054987,0.01174888,0.04407469,0.00570126,0.04398011,9279429.7797,10178930.70617,64352930.18606527,46379684.47149113,71.11,28.89,2.461,70.47,29.53,2.386,47.16,52.84,0.893,0.997673708573,147416.543,153891.243,50406.0,93.234102,160.235,21724134900047.0,333250,594177,94227,19527.3739,6.644493348916422,50406,2.844022675492349,0.5698364014352801,1157,28395.153099916115,31766.11918918919,33836.4348,50754.652200000004,1542.4610285714286,33836.4348,50202.0,16918.2174,27069.147840000005,56.648812500000005,293.28445714285715,25639.926285714286,50202.0,8085.170521,10774.792107,14645.082717,20104.767407,27141.436027,36640.938637,50339.30011,69311.875541,93048.28244,126572.982528,78.0,49962.5
387287.99,387287.99,365899.38,370441.88,2021-03-04,0.047802,0.047802,0.011769,0.022211,0.03934325,0.03934325,0.01225214,0.01898702,5161610.10734,21130091.09712,44189917.79339956,64010849.0180425,71.81,28.19,2.547,71.36,28.64,2.492,47.46,52.54,0.903,0.964692974072,147416.543,153891.243,49417.0,92.1534993,152.537,21724134900047.0,289503,533768,81460,19667.2618,6.332558119847902,49417,2.468246797860404,0.5148417340079057,1156,28668.43290456985,32051.600000000002,34074.99428571429,51112.49142857143,1542.4610285714286,34074.99428571429,47973.0,17037.497142857144,27259.995428571434,56.648812500000005,293.28445714285715,25639.926285714286,47973.0,8096.344836,10789.683682,14665.323326,20132.553711,27178.947538,36691.579176,50408.872817,69407.669778,93176.88218,126747.91593,78.0,48613.0
368456.2,380287.76,362705.09,370027.02,2021-03-05,0.024969,0.02872,0.01,0.020322,0.01733786,0.01974777,0.00684461,0.01407664,3978090.86366,23326707.06717,16651669.11718486,61104279.46944475,71.63,28.37,2.525,70.81,29.19,2.426,46.99,53.01,0.886,0.978969697933,147416.543,153891.243,47709.0,85.98840381,146.861,21724134900047.0,317631,566258,70950,19803.02,5.854216078387671,47709,2.733273532894359,0.5300563850008455,1155,28894.1659279475,32349.053603603606,34320.2712,51480.406800000004,1542.4610285714286,34320.2712,49092.0,17160.1356,27456.216960000005,56.648812500000005,293.28445714285715,25639.926285714286,49092.0,8107.532072,10804.592476,14685.587338,20160.372145,27216.502423,36742.278271,50478.525971,69503.574781,93305.63062,126923.051609,84.0,50391.0
369099.75,424276.15,355569.43,409327.41,2021-03-06,0.031513,0.102271,0.01,0.073955,0.01645366,0.0546707,0.01645366,0.03346107,11767006.70518,9889998.79151,40564461.37713634,22119219.17710475,64.69,35.31,1.832,62.12,37.88,1.64,46.77,53.23,0.879,1.00817396782,147416.543,153891.243,48591.0,86.02212856,128.115,21473685655440.0,287811,460127,40281,19940.5784,6.02286061446623,48591,2.8394911121973383,0.523893144298814,1154,29123.72763921926,32648.582522522524,34566.16965714286,51849.25448571429,1542.4610285714286,34566.16965714286,49178.0,17283.08482857143,27652.93572571429,56.648812500000005,293.28445714285715,25639.926285714286,49178.0,8118.732241,10819.518505,14705.874777,20188.222738,27254.100723,36793.035976,50548.259648,69599.590656,93434.5279,127098.389752,77.0,47078.5
408259.14,439616.62,401493.4,416961,2021-03-07,0.066554,0.071841,0.01,0.01,0.02800151,0.02800151,0.0090373,0.01366696,13297884.97136,9668417.78642,38014334.27125136,25514735.28684348,67.37,32.63,2.065,68.48,31.52,2.173,47.47,52.53,0.904,0.994491515593,147416.543,153891.243,50194.0,94.06902511,137.583,21448277761060.0,260593,442729,68935,20085.4261,6.372075705461921,50194,2.719958331735546,0.5580744673142295,1153,29366.943295840472,32959.99099099099,34825.458914285715,52238.18837142857,1542.4610285714286,34825.458914285715,51313.0,17412.729457142857,27860.367131428575,56.648812500000005,293.28445714285715,25639.926285714286,51313.0,8129.945355,10834.461786,14726.185663,20216.10552,27291.742479,36843.852346,50618.073922,69695.717504,93563.574157,127273.930549,77.0,48984.0
423045.64,432350.43,398917.68,432350.43,2021-03-08,0.011061,0.062554,0.011061,0.012697,0.01395957,0.02940421,0.01016936,0.01795247,23360212.70502,11163656.58054,64697925.41356914,38947649.36156,68.48,31.52,2.173,68.44,31.56,2.169,47.13,52.87,0.891,1.001378920224,147416.543,153891.243,50778.0,94.75589126,146.514,21448277761060.0,291800,505381,81828,20232.5132,6.4653094101747035,50778,2.9970002720281426,0.5735624943053228,1152,29577.177264985352,33273.93117117117,35088.41857142857,52632.627857142856,1542.4610285714286,35088.41857142857,52487.0,17544.209285714285,28070.73485714286,56.648812500000005,293.28445714285715,25639.926285714286,52487.0,8141.171426,10849.422334,14746.52002,20244.020521,27329.427731,36894.727436,50687.968867,69791.955429,93692.76953,127449.674188,76.0,49060.5
