o_x,h_x,l_x,c_x,t,o_y,h_y,l_y,c_y,o,h,l,c,longLiquidationUsd_x,shortLiquidationUsd_x,longLiquidationUsd_y,shortLiquidationUsd_y,longAccount_x,shortAccount_x,longShortRadio_x,longAccount_y,shortAccount_y,longShortRadio_y,longAccount,shortAccount,longShortRadio_x,longShortRadio_y,buy,sell,price_x,index,googleTrend,difficulty,transcations,sentByAddress,tweets,avg,ahr999,value,puellMultiple,modelVariance,nextHalving,stockFlow365dAverage,ma110,ma350Mu2,3LowBullHigh,x8,2LowBullHigh,price_y,ma350,1.6AccumulationHigh,x21,x13,x5,BTC price,Model price,Fire sale,Buy,Accumulate,Still cheap,Hold,Is this a bubble?,FOMO intensifies,"Sell. Seriously, sell",Maximum bubble territory,values,prices
1390631,1499345,1384749,1414667,2022-01-28,-0.007713,0.003359,-0.028096,0.003359,-0.01310699,0.00970962,-0.04391542,-0.00493255,1069691.2053,1559276.4302,2010995.06333608,2434694.65954745,81.65,18.35,4.45,80.4,19.6,4.102,46.5,53.5,0.869,1.006243498863,5657775,5738888,37038.0,63.00887204,127.233,26643185256536.0,264455,508470,189813,47952.8633,0.9601487791797618,37038,0.8243135537811384,-0.26654424066267524,826,49613.45021605276,52752.84684684685,96729.25142857143,145093.87714285715,1542.4610285714286,96729.25142857143,38005.0,48364.625714285714,77383.40114285714,56.648812500000005,293.28445714285715,25639.926285714286,38005.0,12565.863735,16746.037582,22761.191411,31246.560233,42182.856356,56946.856081,78236.666015,107723.588642,144614.394333,196718.034198,20.0,36970.0
1414667,1541791,1403835,1510695,2022-01-29,0.003359,0.01,-0.01865,-0.016683,-0.00493255,0.02611518,-0.04098908,-0.00972327,796450.108,570828.7733,2894619.83623013,2662588.90226765,78.53,21.47,3.658,78.36,21.64,3.621,46.66,53.34,0.875,1.01329164845,4328552,4463860,37817.0,61.16786615,110.755,26643185256536.0,230889,446095,156568,47986.5991,0.9990353910038039,37817,0.8109677622417123,-0.2593795228094127,825,49581.98949545902,52603.30630630631,96679.61142857143,145019.41714285716,1542.4610285714286,96679.61142857143,38254.0,48339.805714285714,77343.68914285714,56.648812500000005,293.28445714285715,25639.926285714286,38254.0,12582.024422,16767.574301,22790.464091,31286.745763,42237.106822,57020.09421,78337.28451,107862.129636,144800.379799,196971.029036,24.0,37268.0
1510695,1531646,1501302,1515556,2022-01-30,-0.016683,0.009841,-0.026529,-0.026529,-0.00972327,0.01080873,-0.03051497,-0.01437856,111189.8259,735001.4258,266373.91667563,1374446.36514385,77.5,22.5,3.444,77.72,22.28,3.488,46.73,53.27,0.877,0.956948767606,2684250,2844366,37953.0,60.503355,105.431,26643185256536.0,207027,415353,138478,48023.9105,1.0042230481573555,37953,0.799571600409996,-0.27035679318529837,824,49581.502144503764,52425.37837837838,96616.82285714286,144925.23428571428,1542.4610285714286,96616.82285714286,37836.0,48308.41142857143,77293.4582857143,56.648812500000005,293.28445714285715,25639.926285714286,37836.0,12598.202499,16789.134194,22819.768268,31326.974533,42291.415661,57093.411143,78438.011272,108000.8197,144986.565387,197224.296099,24.0,37886.5
1515556,1680304,1515556,1623672,2022-01-31,-0.026529,0.01,-0.037315,0.002324,-0.01437856,0.01588458,-0.04876346,-0.00060004,1353272.9218,666503.3263,2443346.55857965,1255206.520232,78.94,21.06,3.748,79.09,20.91,3.782,46.88,53.12,0.883,1.030101662075,4903800,4924177,37556.0,60.22336142,111.131,26643185256536.0,263267,507333,179778,48061.5512,0.9813530110697692,37556,0.7744317571207231,-0.2512793942507283,823,49518.83655376757,52265.198198198195,96564.33714285714,144846.5057142857,1542.4610285714286,96564.33714285714,38516.0,48282.16857142857,77251.46971428572,56.648812500000005,293.28445714285715,25639.926285714286,38516.0,12614.397979,16810.71728,22849.10397,31367.24658,42345.782925,57166.806949,78538.846394,108139.658965,145172.95127,197477.835622,29.0,38223.5
1623672,1844766,1622891,1768235,2022-02-01,0.002324,0.007882,-0.037567,-0.011362,-0.00060004,0.01179606,-0.03596694,-0.01292933,2484625.0341,1515479.1048,5841353.68040771,2661344.88319293,69.76,30.24,2.307,70.74,29.26,2.418,47.04,52.96,0.888,1.020084151501,9831160,9664718,38555.0,62.59409137,115.687,26643185256536.0,272830,517831,188410,48108.24,1.031989639781265,38555,0.8483281411436004,-0.246101372651923,822,49521.45355502006,52095.43243243243,96504.22285714286,144756.33428571429,1542.4610285714286,96504.22285714286,38718.0,48252.11142857143,77203.3782857143,56.648812500000005,293.28445714285715,25639.926285714286,38718.0,12630.610879,16832.323581,22878.471224,31407.561942,42400.208664,57240.281697,78639.78997,108278.64756,145359.537622,197731.647842,20.0,37656.0
1768235,1967172,1715358,1860507,2022-02-02,-0.011362,0.01,-0.011362,-0.005389,-0.01292933,0.05419654,-0.03163044,-0.00235495,2211119.7179,2946420.304,4184583.89591614,7089141.10563173,62.38,37.62,1.658,65.02,34.98,1.859,48.7,51.3,0.949,0.973950902762,10939351,11112122,38061.0,59.58099401,108.52,26643185256536.0,278832,515853,166251,48153.3449,1.0035440498430566,38061,0.8469708804664732,-0.290021925509258,821,49518.39699048906,51911.666666666664,96416.78285714285,144625.17428571428,1542.4610285714286,96416.78285714285,37052.0,48208.39142857143,77133.42628571429,56.648812500000005,293.28445714285715,25639.926285714286,37052.0,12646.841213,16853.953115,22907.870058,31447.920657,42454.692929,57313.835454,78740.842094,108417.785614,145546.324617,197985.732993,26.0,38342.0
1860507,1959669,1817147,1931492,2022-02-03,-0.005389,0.007538,-0.033853,-0.03359,-0.00235495,0.02885181,-0.02112152,-0.0139707,1218151.3029,1662959.8085,2774404.55414469,4439853.52347018,73.28,26.72,2.743,75.5,24.5,3.082,49.96,50.04,0.998,1.004281594901,9526181,9408984,36802.0,57.49418171,109.826,26643185256536.0,265197,504207,143784,48188.8108,0.9364150273174042,36802,0.7787034022526237,-0.2841422123929451,820,49560.25276394278,51691.495495495496,96334.35428571429,144501.53142857144,1542.4610285714286,96334.35428571429,37302.0,48167.177142857145,77067.48342857143,56.648812500000005,293.28445714285715,25639.926285714286,37302.0,12663.088996,16875.605904,22937.300498,31488.322761,42509.23577,57387.46829,78842.00286,108557.073255,145733.312427,198240.091313,28.0,38803.5
1931492,2131543,1929743,2087566,2022-02-04,-0.03359,0.01,-0.037483,0.006894,-0.0139707,0.03126274,-0.02635416,0.01159414,1938250.7284,707827.2265,7097121.68779504,4504913.38897199,74.87,25.13,2.979,75.03,24.97,3.005,46.53,53.47,0.87,1.026024223248,8664863,8507745,38631.0,64.00955711,116.608,26684698822068.0,247816,498732,200217,48240.4057,1.0294423562566162,38631,0.6936218490645563,-0.17661016098520754,819,49675.07424299768,51516.963963963964,96251.77714285714,144377.66571428571,1542.4610285714286,96251.77714285714,41633.0,48125.88857142857,77001.42171428572,56.648812500000005,293.28445714285715,25639.926285714286,41633.0,12679.354244,16897.281967,22966.762573,31528.768293,42563.837238,57461.180272,78943.272361,108696.510615,145920.501226,198494.723038,20.0,36872.0
2087566,2093672,1917339,1926251,2022-02-05,0.006894,0.01,0.002342,0.003297,0.01159414,0.0242182,-0.01535216,0.00106429,1675914.2183,1067316.8905,6299631.70120684,4027501.00507921,63.98,36.02,1.776,64.99,35.01,1.856,47.52,52.48,0.905,0.995505466342,5009023,5149673,41523.0,68.83230719,119.787,26690525287406.0,258527,499385,204640,48320.1884,1.1859308436822018,41523,0.7090038315473404,-0.18231940125519408,818,49792.69266980524,51335.97297297297,96169.30857142857,144253.96285714285,1542.4610285714286,96169.30857142857,41494.0,48084.654285714285,76935.44685714286,56.648812500000005,293.28445714285715,25639.926285714286,41494.0,12695.636971,16918.981324,22996.256309,31569.25729,42618.497384,57534.971469,79044.650692,108836.097821,146107.89119,198749.628405,20.0,37198.5
1926251,1972492,1865656,1866848,2022-02-06,0.003297,0.01,-0.003109,0.01,0.00106429,0.03567856,-0.00998649,0.0076624,567568.4144,240637.65,763332.49658958,749210.04168481,67.03,32.97,2.033,69.04,30.96,2.23,47.67,52.33,0.911,0.99806990999,3004638,3058722,41593.0,65.53423539,98.983,26690525287406.0,219040,426008,168851,48389.9192,1.1867676403551697,41593,0.9262122449721069,-0.16194015724795285,817,49798.22864844955,51155.657657657655,96085.24571428572,144127.86857142858,1542.4610285714286,96085.24571428572,42353.0,48042.62285714286,76868.19657142858,56.648812500000005,293.28445714285715,25639.926285714286,42353.0,12711.937193,16940.703995,23025.781735,31609.78979,42673.216259,57608.841949,79146.137947,108975.835004,146295.48249,199004.80765,33.0,41631.0
1866848,1905101,1788419,1795330,2022-02-07,0.01,0.01,-0.025649,-0.025013,0.0076624,0.01539203,-0.04042207,-0.01273916,1282074.6416,497841.996,2552270.86259127,1303449.11673778,70.36,29.64,2.374,70.95,29.05,2.442,47.56,52.44,0.907,0.961567074424,4730018,4892408,43092.0,72.19503184,124.556,26690525287406.0,261898,500810,209960,48461.0101,1.2704296358441332,43092,0.8243020092263779,-0.1258698483506162,816,49876.96920448004,50969.54054054054,96026.24,144039.36000000002,1542.4610285714286,96026.24,43978.0,48013.12,76820.99200000001,56.648812500000005,293.28445714285715,25639.926285714286,43978.0,12728.254925,16962.450001,23055.338876,31650.365829,42727.993913,57682.791782,79247.734221,109115.722294,146483.275303,199260.261009,37.0,41410.5
1795330,1886360,1752967,1807024,2022-02-08,-0.025013,0.01,-0.031088,-0.013263,-0.01273916,0.02339252,-0.03397546,-0.01031853,308717.974,1461430.8741,551180.11414904,3786171.91947435,74.8,25.2,2.968,74.57,25.43,2.932,47.67,52.33,0.911,0.941024695392,4730271,5028227,43854.0,71.01851536,117.807,26690525287406.0,276696,513998,197654,48533.8521,1.312179425503265,43854,0.9690272045626881,-0.1210863084541316,815,49851.15026966364,50771.90990990991,95998.82857142857,143998.24285714288,1542.4610285714286,95998.82857142857,44166.0,47999.41428571429,76799.06285714287,56.648812500000005,293.28445714285715,25639.926285714286,44166.0,12744.590182,16984.219362,23084.927762,31690.985447,42782.830396,57756.821035,79349.439607,109255.759819,146671.269801,199515.988721,45.0,41968.0
1807024,1823277,1756775,1773046,2022-02-09,-0.013263,0.01,-0.025106,0.003251,-0.01031853,0.01738924,-0.02080348,0.00379004,591100.7242,422905.0126,964384.63092208,880757.71159976,79.58,20.42,3.897,78.81,21.19,3.719,47.09,52.91,0.89,0.951369540517,3368219,3624704,43922.0,72.39717112,115.655,26690525287406.0,265664,501728,235034,48597.1244,1.3129346241105262,43922,0.8848615739722312,-0.11557761472330874,814,49864.65608655913,50607.06306306306,95967.81714285714,143951.7257142857,1542.4610285714286,95967.81714285714,44422.0,47983.90857142857,76774.25371428572,56.648812500000005,293.28445714285715,25639.926285714286,44422.0,12760.942978,17006.012098,23114.548419,31731.64868,42837.725761,57830.929778,79451.254199,109395.947711,146859.466159,199771.991021,48.0,43722.5
1773046,1833369,1762245,1833369,2022-02-10,0.003251,0.00772,-0.024935,-0.018531,0.00379004,0.01843499,-0.02780911,-0.01974402,394741.8434,2439765.626,839956.58893484,3923265.21561575,80.42,19.58,4.107,79.63,20.37,3.909,47.41,52.59,0.902,0.908953673261,4852522,5339003,44331.0,70.32669389,110.42,26690525287406.0,260666,507110,188566,48659.1594,1.334166155067889,44331,0.9345373185327513,-0.1394530166727641,813,49818.707343370326,50447.9009009009,95947.22857142857,143920.84285714285,1542.4610285714286,95947.22857142857,43334.0,47973.614285714284,76757.78285714285,56.648812500000005,293.28445714285715,25639.926285714286,43334.0,12777.31333,17027.828229,23144.200874,31772.355567,42892.680058,57905.118078,79553.178093,109536.286099,147047.864552,200028.268148,54.0,44163.0
1833369,1897646,1788490,1793143,2022-02-11,-0.018531,0.01,-0.021767,-0.002494,-0.01974402,0.01563397,-0.03276549,-0.00620452,313752.8461,2514509.433,689299.26996574,6187456.29929669,82.2,17.8,4.618,81.58,18.42,4.429,47.37,52.63,0.9,0.928734247535,4795432,5230870,43185.0,65.62076926,100.295,26690525287406.0,258453,507448,160947,48688.4632,1.2637738496784185,43185,0.8805034726785239,-0.1604711107184862,812,49823.74780570052,50275.24324324324,95923.72,143885.58000000002,1542.4610285714286,95923.72,42437.0,47961.86,76738.97600000001,56.648812500000005,293.28445714285715,25639.926285714286,42437.0,12793.701253,17049.667775,23173.885156,31813.106144,42947.693338,57979.386006,79655.211382,109676.775113,147236.465154,200284.820339,50.0,44124.0
1793143,1853537,1774808,1808529,2022-02-12,-0.002494,-0.000422,-0.03001,-0.028446,-0.00620452,0.00902138,-0.02954794,-0.02294007,480146.6061,1178828.0595,728031.95145828,1978299.48416486,83.98,16.02,5.242,83.51,16.49,5.064,49.88,50.12,0.995,0.954317345692,3805953,4106383,42333.0,62.84350095,89.075,26690525287406.0,228002,452812,139913,48716.9401,1.212210112547314,42333,1.1350313800634761,-0.16252957167691484,811,49745.23527724114,50105.06306306306,95901.20571428571,143851.80857142856,1542.4610285714286,95901.20571428571,42283.0,47950.602857142854,76720.96457142857,56.648812500000005,293.28445714285715,25639.926285714286,42283.0,12810.106761,17071.530757,23203.601291,31853.90045,43002.765651,58053.733629,79757.354161,109817.414883,147425.26814,200541.647831,50.0,43269.0
1808529,1829714,1785390,1792791,2022-02-13,-0.028446,-0.01299,-0.028946,-0.020004,-0.02294007,0.01545284,-0.03342945,-0.01807925,207701.0638,822097.1672,310901.19341186,1389223.40879039,84.68,15.32,5.527,83.7,16.3,5.135,48.88,51.12,0.956,0.919308450552,2368858,2583426,42336.0,62.19966569,81.791,26690525287406.0,208819,443707,146416,48731.6769,1.2105380390327218,42336,0.9558161929960858,-0.1647008751385055,810,49722.49114432128,49915.78378378379,95874.76571428572,143812.14857142858,1542.4610285714286,95874.76571428572,42172.0,47937.38285714286,76699.81257142859,56.648812500000005,293.28445714285715,25639.926285714286,42172.0,12826.529869,17093.417195,23233.349307,31894.738523,43057.897049,58128.161016,79859.606525,109958.20554,147614.273684,200798.750862,44.0,42344.5
1792791,1841440,1753670,1753742,2022-02-14,-0.020004,0.01,-0.02088,-0.003869,-0.01807925,0.01377085,-0.03158865,-0.00601155,859651.5461,1104578.6735,1639940.07105843,1660599.24058335,84.38,15.62,5.402,83.33,16.67,4.999,48.95,51.05,0.959,0.999915469471,4561292,4545768,42232.0,69.70975886,95.235,26690525287406.0,247439,460997,327624,48745.8186,1.2027809243407113,42232,0.9233182029103639,-0.15427960684536401,809,49725.07715933823,49752.6036036036,95832.31428571428,143748.4714285714,1542.4610285714286,95832.31428571428,42616.0,47916.15714285714,76665.85142857143,56.648812500000005,293.28445714285715,25639.926285714286,42616.0,12842.970594,17115.327109,23263.129232,31935.6204,43113.087583,58202.668237,79961.968568,110099.147213,147803.481962,201056.129671,44.0,42155.5
1753742,1819983,1749401,1772864,2022-02-15,-0.003869,0.01,-0.014206,0.01,-0.00601155,0.03101927,-0.02602447,0.00573224,1798644.4979,328296.1354,3863975.32448774,2024796.60536538,82.76,17.24,4.8,82.03,17.97,4.565,49.04,50.96,0.962,1.026665101809,4376428,4349573,43867.0,67.07302178,97.288,26690525287406.0,273448,504487,194553,48770.705,1.2954719029470154,43867,1.067186389820949,-0.10932867279478309,808,49578.5679474749,49624.85585585586,95808.95428571428,143713.4314285714,1542.4610285714286,95808.95428571428,44444.0,47904.47714285714,76647.16342857142,56.648812500000005,293.28445714285715,25639.926285714286,44444.0,12859.42895,17137.260519,23292.941094,31976.546119,43168.337303,58277.255359,80064.440385,110240.240033,147992.893149,201313.784494,46.0,42160.0
1772864,1807561,1712613,1719519,2022-02-16,0.01,0.01,-0.003061,0.01,0.00573224,0.0223123,-0.01649054,0.00296514,543090.7725,850838.2763,960397.68256154,2119043.6308923,79.19,20.81,3.805,77.79,22.21,3.502,48.26,51.74,0.933,0.944592395411,3892781,4182599,43998.0,65.16546316,90.003,26690525287406.0,266632,509246,176011,48784.2445,1.3012721068771145,43998,0.9916754835656134,-0.1198885383176318,807,49533.30779431796,49473.252252252256,95773.15428571429,143659.73142857145,1542.4610285714286,95773.15428571429,43937.0,47886.577142857146,76618.52342857144,56.648812500000005,293.28445714285715,25639.926285714286,43937.0,12875.904952,17159.217446,23322.784919,32017.515717,43223.646262,58351.922453,80167.02207,110381.484131,148182.507419,201571.715572,46.0,42547.5
1719519,1748983,1677576,1683529,2022-02-17,0.01,0.01,-0.010294,-0.010168,0.00296514,0.03443906,-0.02192944,-0.01148648,74211.2895,1810071.6268,1176069.45272456,4583085.40073933,80.19,19.81,4.048,80.36,19.64,4.092,48.26,51.74,0.933,0.912296646893,3892970,4328080,42666.0,64.56431043,95.235,27324773218057.0,255416,491481,200939,48790.9214,1.2220175771024102,42666,0.9866072852706356,-0.19859042800712778,806,49482.51155479503,49276.801801801805,95730.85142857143,143596.27714285714,1542.4610285714286,95730.85142857143,40570.0,47865.42571428572,76584.68114285715,56.648812500000005,293.28445714285715,25639.926285714286,40570.0,12892.398616,17181.19791,23352.660735,32058.529234,43279.014509,58426.669587,80269.713719,110522.879637,148372.324948,201829.923141,51.0,44234.0
1683529,1778574,1669781,1778272,2022-02-18,-0.010168,0.01,-0.015492,-0.005941,-0.01148648,0.00748971,-0.01785723,-0.00464522,322952.1945,869956.284,1273118.01475,3249685.13325717,84.29,15.71,5.365,84.08,15.92,5.281,48.42,51.58,0.939,0.972417857335,3549318,3700725,40411.0,59.2090197,97.288,27967152532434.0,260921,500528,167864,48795.9228,1.0948110343048911,40411,0.7780717058881441,-0.21251720262274176,805,49540.755668570884,49080.07207207207,95679.21714285715,143518.82571428572,1542.4610285714286,95679.21714285715,40056.0,47839.60857142857,76543.37371428571,56.648812500000005,293.28445714285715,25639.926285714286,40056.0,12908.909957,17203.201931,23382.568571,32099.586706,43334.442097,58501.496831,80372.515427,110664.426682,148562.345912,202088.40744,52.0,43871.5
1778272,1804772,1730017,1763117,2022-02-19,-0.005941,0.01,-0.008956,0.01,-0.00464522,0.00585189,-0.01639931,0.00387024,471204.7205,377145.2654,1191921.10273609,1357524.18958764,85.46,14.54,5.878,84.62,15.38,5.502,48.36,51.64,0.936,0.958642537054,2679311,2738020,40065.0,57.16872812,84.991,27967152532434.0,220524,425693,143867,48805.829,1.0746155210318828,40065,0.8548603305884608,-0.20936172805839348,804,49537.555924333494,48888.792792792796,95627.8,143441.7,1542.4610285714286,95627.8,40180.0,47813.9,76502.24,56.648812500000005,293.28445714285715,25639.926285714286,40180.0,12925.438989,17225.22953,23412.508453,32140.688172,43389.929076,58576.404252,80475.427288,110806.125396,148752.570485,202347.168709,30.0,40459.0
1763117,1967069,1736377,1899574,2022-02-20,0.01,0.01,-0.010943,0.004656,0.00387024,0.02251807,-0.01812135,0.00168928,764648.8886,1178740.9923,2616863.88001387,3882131.74955837,84.46,15.54,5.435,82.98,17.02,4.875,48.39,51.61,0.938,1.004637268064,6388801,6462318,38767.0,58.39492224,95.433,27967152532434.0,200391,404707,152590,48806.1818,1.0048822541190232,38767,0.8295133007832987,-0.2537464753232008,803,49534.18022435925,48685.02702702703,95554.2,143331.3,1542.4610285714286,95554.2,38433.0,47777.1,76443.36,56.648812500000005,293.28445714285715,25639.926285714286,38433.0,12941.98573,17247.280727,23442.48041,32181.83367,43445.475497,58651.391921,80578.449397,110947.97591,148942.998844,202606.207185,25.0,40137.5
1899574,2013575,1891750,1916780,2022-02-21,0.004656,0.01,-0.024069,-0.023794,0.00168928,0.01333488,-0.02669131,-0.01528669,768732.3631,2229163.1734,2548307.98987558,5695164.83298026,78.39,21.61,3.627,79.07,20.93,3.778,48.19,51.81,0.93,0.971283934697,9762814,10094897,38507.0,59.11416573,104.305,27967152532434.0,237279,453023,170678,48800.4884,0.9903576150853388,38507,0.6785774495387952,-0.2895139029608824,802,49566.7147078862,48449.207207207204,95466.31428571428,143199.4714285714,1542.4610285714286,95466.31428571428,37107.0,47733.15714285714,76373.05142857143,56.648812500000005,293.28445714285715,25639.926285714286,37107.0,12958.550192,17269.355542,23472.484468,32223.023236,43501.081413,58726.459907,80681.581849,111089.978355,149133.631164,202865.523109,27.0,40050.0
1916780,1996017,1860781,1862114,2022-02-22,-0.023794,0.004912,-0.032961,-0.01079,-0.01528669,-0.00190341,-0.03600308,-0.00546359,611809.3423,728406.1169,2379011.27699002,2819870.38603079,83.79,16.21,5.169,83.08,16.92,4.91,46.42,53.58,0.866,1.03441059038,6148765,6055974,37400.0,59.30917244,115.889,27967152532434.0,260113,482074,177978,48776.1084,0.9335642971718604,37400,0.8102564786621906,-0.25564213193569607,801,49501.62260550337,48226.504504504504,95371.29142857142,143056.93714285712,1542.4610285714286,95371.29142857142,38335.0,47685.64571428571,76297.03314285714,56.648812500000005,293.28445714285715,25639.926285714286,38335.0,12975.132393,17291.453995,23502.520656,32264.256911,43556.746873,58801.608279,80784.82474,111232.132862,149324.467621,203125.116719,25.0,38388.5
1862114,2004958,1859109,1877953,2022-02-23,-0.01079,0.01,-0.027137,0.00399,-0.00546359,0.01420481,-0.02596453,-0.00432728,896112.9131,688813.7181,2265835.76297981,2509492.23501936,83.79,16.21,5.169,83.08,16.92,4.91,46.42,53.58,0.866,1.005516556252,6787385,6858867,38221.0,56.92335934,96.913,27967152532434.0,251125,462873,172708,48744.4319,0.9744480663877451,38221,0.8264294713907553,-0.28103371841012326,800,49532.26154731892,48008.01801801802,95264.63428571429,142896.95142857142,1542.4610285714286,95264.63428571429,37397.0,47632.317142857144,76211.70742857143,56.648812500000005,293.28445714285715,25639.926285714286,37397.0,12991.732347,17313.576108,23532.589001,32305.534731,43612.47193,58876.837105,80888.178165,111374.439563,149515.50839,203384.988254,20.0,37051.5
1877953,1909900,1675894,1682762,2022-02-24,0.00399,0.01,-0.012619,0.01,-0.00432728,0.02675739,-0.04316507,0.00288738,2537432.5046,2470062.3081,7823423.62502051,6676320.61101029,80.49,19.51,4.126,80.62,19.38,4.16,46.13,53.87,0.856,1.036510142092,15204843,14471976,36117.0,71.47645527,186.977,27967152532434.0,254007,504016,178626,48694.5468,0.8699497828562022,36117,0.710259718041604,-0.25631286931737307,799,49604.61280664931,47802.09009009009,95153.14285714286,142729.7142857143,1542.4610285714286,95153.14285714286,38389.0,47576.57142857143,76122.5142857143,56.648812500000005,293.28445714285715,25639.926285714286,38389.0,13008.350069,17335.7219,23562.689531,32346.856734,43668.256635,58952.146457,80991.642218,111516.898587,149706.753649,203645.137954,25.0,38251.0
1682762,2020237,1639690,1920226,2022-02-25,0.01,0.01,-0.019289,-0.004236,0.00288738,0.01811402,-0.02107288,-0.00389854,1717312.0717,535828.2016,4302657.97684502,3055285.83690716,70.76,29.24,2.42,71.5,28.5,2.509,46.93,53.07,0.884,0.983293196559,6916837,7332270,38813.0,63.77036193,128.214,27967152532434.0,260206,518958,193110,48659.2743,1.0041801548340252,38813,0.7409159898349728,-0.2329594386404139,798,49623.46549778456,47600.63063063063,95051.11428571428,142576.67142857143,1542.4610285714286,95051.11428571428,39311.0,47525.55714285714,76040.89142857143,56.648812500000005,293.28445714285715,25639.926285714286,39311.0,13024.985576,17357.891391,23592.822274,32388.222959,43724.101038,59027.536402,81095.216996,111659.510067,149898.203573,203905.566059,23.0,37257.0
1920226,1981399,1887539,1932356,2022-02-26,-0.004236,0.004912,-0.010014,0.001974,-0.00389854,0.00832497,-0.01858758,-0.00082348,219825.2374,438272.4369,503795.67986447,1214844.34720917,73.33,26.67,2.75,73.99,26.01,2.845,45.07,54.93,0.82,0.974103011765,3879337,4071965,39217.0,55.23619643,79.059,27967152532434.0,220298,440043,161648,48622.6583,1.0247186680487548,39217,0.7082026375363384,-0.23785113175050832,797,49718.38606352804,47382.261261261265,94925.36571428571,142388.04857142858,1542.4610285714286,94925.36571428571,39194.0,47462.682857142856,75940.29257142857,56.648812500000005,293.28445714285715,25639.926285714286,39194.0,13041.638881,17380.084603,23622.987257,32429.633444,43780.005193,59103.00701,81198.902593,111802.274134,150089.858338,204166.272808,27.0,38473.0
1932356,1974818,1873415,1920727,2022-02-27,0.001974,0.009241,-0.014585,-0.009935,-0.00082348,0.00881597,-0.02645772,-0.00751917,388924.336,1013758.6595,1228298.95804509,3473677.88998492,76.39,23.61,3.235,77.12,22.88,3.371,44.96,55.04,0.817,0.946545691515,4735525,5055444,38714.0,56.94256334,95.996,27967152532434.0,211028,430686,131521,48580.3582,0.9982558711623919,38714,0.7688317004930655,-0.2727672623265409,796,49709.0425513495,47115.14414414414,94803.68571428572,142205.5285714286,1542.4610285714286,94803.68571428572,37842.0,47401.84285714286,75842.94857142858,56.648812500000005,293.28445714285715,25639.926285714286,37842.0,13058.310001,17402.301556,23653.184509,32471.088226,43835.969149,59178.558351,81302.699105,111945.19092,150281.718121,204427.258441,26.0,39323.5
1920727,2158446,1909315,2008036,2022-02-28,-0.009935,0.01,-0.013722,0.01,-0.00751917,0.02313733,-0.0221611,0.00513059,1992444.8168,521036.35,5031693.01448164,1676118.03701983,79.08,20.92,3.78,78.36,21.64,3.621,45.28,54.72,0.827,1.037281826674,8470049,8169976,39337.0,62.12101381,118.282,27967152532434.0,270764,518142,185466,48548.0937,1.0300748353787545,39337,0.840633397583683,-0.1353234639042551,795,49646.604867514725,46901.414414414416,94732.26857142858,142098.40285714285,1542.4610285714286,94732.26857142858,43363.0,47366.13428571429,75785.81485714286,56.648812500000005,293.28445714285715,25639.926285714286,43363.0,13074.99895,17424.542269,23683.414056,32512.587345,43891.992959,59254.190495,81406.606628,112088.260554,150473.783098,204688.523199,26.0,39200.5
2008036,2050841,1919748,1931813,2022-03-01,0.01,0.01,0.01,0.01,0.00513059,0.02530322,-0.01046485,0.00504385,521379.243,1299245.1427,912668.24127958,2590072.98225473,71.14,28.86,2.465,70.57,29.43,2.398,45.12,54.88,0.822,0.948785599909,6405316,7015971,43632.0,71.17707205,131.096,27967152532434.0,280472,534404,211023,48534.5658,1.2661048818100507,43632,1.012942297610042,-0.10816022055685437,794,49598.66742766724,46716.30630630631,94660.11428571428,141990.17142857143,1542.4610285714286,94660.11428571428,44514.0,47330.05714285714,75728.09142857142,56.648812500000005,293.28445714285715,25639.926285714286,44514.0,13091.705745,17446.806764,23713.675928,32554.130837,43948.076674,59329.90351,81510.625257,112231.48317,150666.053446,204950.067322,20.0,37741.5
1931813,2061954,1919785,1958888,2022-03-02,0.01,0.01,0.01,0.01,0.00504385,0.02808949,-0.01184413,0.009791,1354475.3698,1485620.5073,2545483.07121312,3215572.18699366,75.36,24.64,3.058,76.24,23.76,3.209,47.78,52.22,0.915,0.965181315609,7443572,7712538,44055.0,66.09873244,113.345,27967152532434.0,288521,537178,158660,48518.3754,1.2896354551655396,44055,0.8733234139606065,-0.12348992614249177,793,49648.657493290586,46526.52252252252,94571.52571428572,141857.28857142857,1542.4610285714286,94571.52571428572,43881.0,47285.76285714286,75657.22057142858,56.648812500000005,293.28445714285715,25639.926285714286,43881.0,13108.4304,17469.095062,23743.970151,32595.718742,44004.220346,59405.697467,81614.755087,112374.858899,150858.529342,205211.89105,51.0,43272.5
1958888,1999066,1936055,1994205,2022-03-03,0.01,0.01,0.01,0.01,0.009791,0.02131277,-0.00502757,0.00423835,162499.1478,1198698.1612,799367.53924216,3107384.89741925,75.11,24.89,3.018,75.9,24.1,3.149,48.36,51.64,0.936,0.899008529699,4577992,4937699,43130.0,62.75985152,100.726,27851682002896.0,268096,520480,150098,48500.582,1.235000386189696,43130,0.9371935790369387,-0.15455207543498695,792,49597.40418520117,46328.954954954956,94485.31428571428,141727.9714285714,1542.4610285714286,94485.31428571428,42495.0,47242.65714285714,75588.25142857143,56.648812500000005,293.28445714285715,25639.926285714286,42495.0,13125.172931,17491.407181,23774.296753,32637.351097,44060.424025,59481.572434,81718.996215,112518.387873,151051.210962,205473.994624,52.0,44563.0
