t,o,h,l,c,v,c_oi,fundingRate,turnoverNumber,buyTurnoverNumber,sellTurnoverNumber,buyVolUsd,sellVolUsd,volUsd,puellMultiple,ma110,ma350Mu2,3LowBullHigh,2LowBullHigh,ma350,1.6AccumulationHigh,modelVariance,nextHalving,stockFlow365dAverage,RSI,MACD,MACD_Signal
2022-01-09 08:00:00,41784.62,42000.0,41400.0,41854.25,1457063863.91,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.8475311274539555,53908.72972972973,96506.17142857144,144759.25714285712,96506.17142857144,48253.08571428571,77204.93714285715,-0.1718545608224371,845,49864.52711126584,50.66267494701073,-769.1961054668864,-890.0858114545427
2022-01-09 12:00:00,41854.26,41918.0,41170.0,41611.09,1693962120.702,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.8475311274539555,53908.72972972973,96506.17142857144,144759.25714285712,96506.17142857144,48253.08571428571,77204.93714285715,-0.1718545608224371,845,49864.52711126584,49.19396817515672,-734.0898306324234,-858.8866152901189
2022-01-09 16:00:00,41611.09,42735.0,41550.0,42678.95,2285563879.1454,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.8608540687868779,53921.17117117117,96561.29714285716,144841.9457142857,96561.29714285716,48280.64857142857,77249.03771428572,-0.175526913199608,844,49903.76711680102,53.896575780477875,-613.0338052705847,-809.7160532862122
2022-01-09 20:00:00,42678.96,42773.85,41755.0,41851.22,1459452045.2111,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.8608540687868779,53921.17117117117,96561.29714285716,144841.9457142857,96561.29714285716,48280.64857142857,77249.03771428572,-0.175526913199608,844,49903.76711680102,55.14744017533326,-577.232944314499,-763.2194314918696
2022-01-10 00:00:00,41851.22,42025.0,41572.0,41946.05,1215136681.726,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.8608540687868779,53921.17117117117,96561.29714285716,144841.9457142857,96561.29714285716,48280.64857142857,77249.03771428572,-0.175526913199608,844,49903.76711680102,51.81461799460402,-535.0408971914658,-717.5837246317889
2022-01-10 04:00:00,41946.05,42219.84,41801.63,42034.99,1146906071.5282,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.8608540687868779,53921.17117117117,96561.29714285716,144841.9457142857,96561.29714285716,48280.64857142857,77249.03771428572,-0.175526913199608,844,49903.76711680102,54.923688104677346,-488.7921890786456,-671.8254175211603
2022-01-10 08:00:00,42035.0,42098.52,41422.0,41564.26,1613856520.9724,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.8608540687868779,53921.17117117117,96561.29714285716,144841.9457142857,96561.29714285716,48280.64857142857,77249.03771428572,-0.175526913199608,844,49903.76711680102,47.73415610341722,-484.53827600930526,-634.3679892187893
2022-01-10 12:00:00,41564.26,41612.0,39610.0,40973.56,7787114219.7795,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.8608540687868779,53921.17117117117,96561.29714285716,144841.9457142857,96561.29714285716,48280.64857142857,77249.03771428572,-0.175526913199608,844,49903.76711680102,41.70692719170555,-522.8050019406292,-612.0553917631573
2022-01-10 16:00:00,40974.59,42140.28,40502.1,41280.45,5365000583.9871,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.954797273421698,53913.45945945946,96619.37714285716,144929.0657142857,96619.37714285716,48309.688571428575,77295.50171428573,-0.1543625963070418,843,49880.90279870135,44.58771856849625,-522.3469096994668,-594.1136953504192
2022-01-10 20:00:00,41280.45,41990.0,41144.14,41801.55,1548153424.2108,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.954797273421698,53913.45945945946,96619.37714285716,144929.0657142857,96619.37714285716,48309.688571428575,77295.50171428573,-0.1543625963070418,843,49880.90279870135,51.64781426459223,-474.46610341707856,-570.1841769637512
2022-01-11 00:00:00,41801.55,42369.99,41537.0,42251.59,1634448114.8125,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.954797273421698,53913.45945945946,96619.37714285716,144929.0657142857,96619.37714285716,48309.688571428575,77295.50171428573,-0.1543625963070418,843,49880.90279870135,62.23112931741354,-395.64500329934526,-535.27634223087
2022-01-11 04:00:00,42251.6,42350.0,41950.0,42191.79,1189217878.384,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.954797273421698,53913.45945945946,96619.37714285716,144929.0657142857,96619.37714285716,48309.688571428575,77295.50171428573,-0.1543625963070418,843,49880.90279870135,55.04757591304068,-334.1521755341746,-495.05150889153094
2022-01-11 08:00:00,42191.81,42698.34,41561.25,41800.95,2292224656.7134,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.954797273421698,53913.45945945946,96619.37714285716,144929.0657142857,96619.37714285716,48309.688571428575,77295.50171428573,-0.1543625963070418,843,49880.90279870135,49.6689412425643,-313.3441517804458,-458.710037469314
2022-01-11 12:00:00,41800.07,42200.0,41255.0,41716.42,2935127610.3268,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.954797273421698,53913.45945945946,96619.37714285716,144929.0657142857,96619.37714285716,48309.688571428575,77295.50171428573,-0.1543625963070418,843,49880.90279870135,49.35244941396721,-300.21382944598736,-427.0107958646487
2022-01-11 16:00:00,41716.41,43118.0,41662.16,42938.55,4496012145.4739,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.8573292535384063,53904.15315315315,96698.99428571427,145048.49142857143,96698.99428571427,48349.49714285714,77359.19542857143,-0.1260629498606746,842,49922.90076687137,58.44565122568265,-189.01344779424107,-379.4113262505672
2022-01-11 20:00:00,42938.54,43080.52,42586.58,42700.68,1109915142.4435,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.8573292535384063,53904.15315315315,96698.99428571427,145048.49142857143,96698.99428571427,48349.49714285714,77359.19542857143,-0.1260629498606746,842,49922.90076687137,58.493854839187506,-118.71202686716424,-327.2714663738866
2022-01-12 00:00:00,42700.69,42949.97,42415.0,42592.92,1082890197.9353,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.8573292535384063,53904.15315315315,96698.99428571427,145048.49142857143,96698.99428571427,48349.49714285714,77359.19542857143,-0.1260629498606746,842,49922.90076687137,49.211296890843066,-70.87596173207567,-275.99236544552446
2022-01-12 04:00:00,42592.91,42864.0,42450.0,42550.09,1033919242.9215,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.8573292535384063,53904.15315315315,96698.99428571427,145048.49142857143,96698.99428571427,48349.49714285714,77359.19542857143,-0.1260629498606746,842,49922.90076687137,57.484166811237486,-36.006498030998046,-227.99519196261917
2022-01-12 08:00:00,42550.1,43444.0,42487.74,42906.98,2382429167.7542,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.8573292535384063,53904.15315315315,96698.99428571427,145048.49142857143,96698.99428571427,48349.49714285714,77359.19542857143,-0.1260629498606746,842,49922.90076687137,59.74366514231247,20.193070373337832,-178.35753949542777
2022-01-12 12:00:00,42906.98,44091.93,42848.38,43549.99,4491074156.7776,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.8573292535384063,53904.15315315315,96698.99428571427,145048.49142857143,96698.99428571427,48349.49714285714,77359.19542857143,-0.1260629498606746,842,49922.90076687137,63.8100898430663,115.28819581406424,-119.62839243352937
2022-01-12 16:00:00,43550.0,43870.0,43300.0,43707.2,1670608369.7089,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,1.1354772873717054,53902.35135135135,96753.53142857144,145130.29714285713,96753.53142857144,48376.76571428571,77402.82514285714,-0.1552375202267129,841,49838.13667608081,70.71834635315946,201.02006679111946,-55.49870058859961
2022-01-12 20:00:00,43708.98,44300.0,43604.0,43880.72,1528297922.4647,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,1.1354772873717054,53902.35135135135,96753.53142857144,145130.29714285713,96753.53142857144,48376.76571428571,77402.82514285714,-0.1552375202267129,841,49838.13667608081,80.57323501078992,279.7401358837815,11.549066705876605
2022-01-13 00:00:00,43880.72,44034.98,43419.11,43501.19,1099340533.8896,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,1.1354772873717054,53902.35135135135,96753.53142857144,145130.29714285713,96753.53142857144,48376.76571428571,77402.82514285714,-0.1552375202267129,841,49838.13667608081,73.00302875870612,307.95158447907306,70.82957026051591
2022-01-13 04:00:00,43501.18,43777.0,43480.37,43682.7,805595259.4256,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,1.1354772873717054,53902.35135135135,96753.53142857144,145130.29714285713,96753.53142857144,48376.76571428571,77402.82514285714,-0.1552375202267129,841,49838.13667608081,70.96002870214167,341.0245817035466,124.86857254912205
2022-01-13 08:00:00,43682.7,43998.0,43466.76,43592.1,1539134527.07,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,1.1354772873717054,53902.35135135135,96753.53142857144,145130.29714285713,96753.53142857144,48376.76571428571,77402.82514285714,-0.1552375202267129,841,49838.13667608081,66.23667948149603,355.82280366912164,171.059418773122
2022-01-13 12:00:00,43592.1,44396.68,42847.86,43170.0,4414262731.4402,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,1.1354772873717054,53902.35135135135,96753.53142857144,145130.29714285713,96753.53142857144,48376.76571428571,77402.82514285714,-0.1552375202267129,841,49838.13667608081,60.89240657145462,329.6900966202811,202.78555434255384
2022-01-13 16:00:00,43170.0,43500.0,42511.49,42690.02,3091227018.4295,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.9774484316528677,53905.44144144144,96802.0,145203.0,96802.0,48401.0,77441.6,-0.1446555387936072,840,49832.41401934152,59.70712768071412,267.16959854360175,215.66236318276344
2022-01-13 20:00:00,42690.01,42862.05,42301.16,42534.32,1587087180.4397,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.9774484316528677,53905.44144144144,96802.0,145203.0,96802.0,48401.0,77441.6,-0.1446555387936072,840,49832.41401934152,58.79341337966388,202.72112171949993,213.07411489011076
2022-01-14 00:00:00,42538.72,42764.51,42350.0,42611.77,1112539126.7529,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.9774484316528677,53905.44144144144,96802.0,145203.0,96802.0,48401.0,77441.6,-0.1446555387936072,840,49832.41401934152,45.33965019566672,156.09543621093326,201.67837915427526
2022-01-14 04:00:00,42611.04,42950.7,42557.83,42635.62,1076300153.6152,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.9774484316528677,53905.44144144144,96802.0,145203.0,96802.0,48401.0,77441.6,-0.1446555387936072,840,49832.41401934152,49.011828891170595,119.68903945965576,185.28051121535137
2022-01-14 08:00:00,42635.64,42687.35,41807.22,41983.12,2582748228.6544,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.9774484316528677,53905.44144144144,96802.0,145203.0,96802.0,48401.0,77441.6,-0.1446555387936072,840,49832.41401934152,42.05302501120766,37.750249532480666,155.77445887877724
2022-01-14 12:00:00,41983.12,43350.0,41666.0,43082.57,4005055855.8515,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.9774484316528677,53905.44144144144,96802.0,145203.0,96802.0,48401.0,77441.6,-0.1446555387936072,840,49832.41401934152,55.44090899801773,60.8284027287591,136.7852476487736
2022-01-14 16:00:00,43082.58,43388.0,42758.46,43055.09,1807121210.2529,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,1.0307906812833416,53903.7927927928,96853.78857142857,145280.68285714285,96853.78857142857,48426.89428571428,77483.03085714286,-0.1432492499439348,839,49784.310834246,51.622628941538835,76.02423896256369,124.63304591153162
2022-01-14 20:00:00,43055.1,43450.0,42976.94,43042.4,1036947710.5331,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,1.0307906812833416,53903.7927927928,96853.78857142857,145280.68285714285,96853.78857142857,48426.89428571428,77483.03085714286,-0.1432492499439348,839,49784.310834246,43.54797296094899,86.05112787550024,116.91666230432536
2022-01-15 00:00:00,43042.4,43161.54,42846.58,42918.27,780083949.7619,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,1.0307906812833416,53903.7927927928,96853.78857142857,145280.68285714285,96853.78857142857,48426.89428571428,77483.03085714286,-0.1432492499439348,839,49784.310834246,39.886783455412,83.02420462637383,110.13817076873507
2022-01-15 04:00:00,42918.27,43091.24,42676.19,43073.99,922628336.1447,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,1.0307906812833416,53903.7927927928,96853.78857142857,145280.68285714285,96853.78857142857,48426.89428571428,77483.03085714286,-0.1432492499439348,839,49784.310834246,39.61119739149913,92.12864704228559,106.53626602344518
2022-01-15 08:00:00,43073.99,43279.93,42856.31,42995.23,1067020754.7086,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,1.0307906812833416,53903.7927927928,96853.78857142857,145280.68285714285,96853.78857142857,48426.89428571428,77483.03085714286,-0.1432492499439348,839,49784.310834246,42.93730736588198,91.92900908276351,103.61481463530885
2022-01-15 12:00:00,42998.2,43389.66,42530.64,43370.01,2289480033.3527,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,1.0307906812833416,53903.7927927928,96853.78857142857,145280.68285714285,96853.78857142857,48426.89428571428,77483.03085714286,-0.1432492499439348,839,49784.310834246,45.85861903639293,120.62195359785983,107.01624242781905
2022-01-15 16:00:00,43370.0,43570.0,43200.34,43496.85,1322174625.3737,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,1.0862441478615874,53914.61261261261,96911.41714285714,145367.1257142857,96911.41714285714,48455.70857142857,77529.13371428572,-0.1407470236898778,838,49671.4062819171,48.75046898408208,151.8458622225371,115.98216638676267
2022-01-15 20:00:00,43496.85,43800.0,43083.15,43114.43,1466577420.9427,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,1.0862441478615874,53914.61261261261,96911.41714285714,145367.1257142857,96911.41714285714,48455.70857142857,77529.13371428572,-0.1407470236898778,838,49671.4062819171,49.26333929873401,144.07216257265827,121.6001656239418
2022-01-16 00:00:00,43114.43,43136.68,42816.0,42966.51,856005142.2262,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,1.0862441478615874,53914.61261261261,96911.41714285714,145367.1257142857,96911.41714285714,48455.70857142857,77529.13371428572,-0.1407470236898778,838,49671.4062819171,54.01911218743558,124.53992310255126,122.1881171196637
2022-01-16 04:00:00,43038.95,43229.83,42900.0,43173.02,727436751.9181,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,1.0862441478615874,53914.61261261261,96911.41714285714,145367.1257142857,96911.41714285714,48455.70857142857,77529.13371428572,-0.1407470236898778,838,49671.4062819171,59.14911903738719,124.29136029148503,122.60876575402797
2022-01-16 08:00:00,43173.02,43274.82,42750.0,42960.0,1134582058.9277,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,1.0862441478615874,53914.61261261261,96911.41714285714,145367.1257142857,96911.41714285714,48455.70857142857,77529.13371428572,-0.1407470236898778,838,49671.4062819171,54.80175506815925,105.68714315698162,119.2244412346187
2022-01-16 12:00:00,42960.0,43409.42,42531.69,43207.81,2480624599.5736,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,1.0862441478615874,53914.61261261261,96911.41714285714,145367.1257142857,96911.41714285714,48455.70857142857,77529.13371428572,-0.1407470236898778,838,49671.4062819171,57.430981057290445,109.67509676205373,117.31457234010571
2022-01-16 16:00:00,43208.01,43464.71,42768.87,42817.01,1267143279.055,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.998720355718238,53926.81081081081,96962.46857142856,145443.70285714287,96962.46857142856,48481.23428571429,77569.97485714286,-0.1584986257096829,837,49631.82804581923,61.61947201065684,80.37477440977091,109.92661275403876
2022-01-16 20:00:00,42817.01,43250.0,42731.07,43060.66,976648121.5541,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.998720355718238,53926.81081081081,96962.46857142856,145443.70285714287,96962.46857142856,48481.23428571429,77569.97485714286,-0.1584986257096829,837,49631.82804581923,49.59908948849608,75.93919679005921,103.12912956124285
2022-01-17 00:00:00,43060.66,43159.32,42606.0,42635.91,1165585234.4293,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.998720355718238,53926.81081081081,96962.46857142856,145443.70285714287,96962.46857142856,48481.23428571429,77569.97485714286,-0.1584986257096829,837,49631.82804581923,43.30340596843254,37.71543430408201,90.04639050981069
2022-01-17 04:00:00,42636.3,42951.92,42222.0,42639.51,1657605603.2665,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.998720355718238,53926.81081081081,96962.46857142856,145443.70285714287,96962.46857142856,48481.23428571429,77569.97485714286,-0.1584986257096829,837,49631.82804581923,43.54489843657369,7.625416011032939,73.56219561005514
2022-01-17 08:00:00,42638.1,42887.63,42555.01,42656.61,1121106304.2776,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.998720355718238,53926.81081081081,96962.46857142856,145443.70285714287,96962.46857142856,48481.23428571429,77569.97485714286,-0.1584986257096829,837,49631.82804581923,45.658795890738254,-14.672181409579935,55.91532020612813
2022-01-17 12:00:00,42656.61,42768.95,42345.78,42467.49,1606496250.892,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.998720355718238,53926.81081081081,96962.46857142856,145443.70285714287,96962.46857142856,48481.23428571429,77569.97485714286,-0.1584986257096829,837,49631.82804581923,40.0478490883074,-47.061100398270355,35.32003608524844
2022-01-17 16:00:00,42467.48,42527.0,41826.0,42221.15,2414594410.3738,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.8279478776471458,53932.76576576577,97001.50285714286,145502.2542857143,97001.50285714286,48500.75142857143,77601.20228571429,-0.1602814481316077,836,49673.438056884304,37.960157528323236,-91.55177937347617,9.945672993503521
2022-01-17 20:00:00,42221.14,42368.0,41523.68,42176.34,1905293157.6888,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.8279478776471458,53932.76576576577,97001.50285714286,145502.2542857143,97001.50285714286,48500.75142857143,77601.20228571429,-0.1602814481316077,836,49673.438056884304,29.310255174732575,-128.94041071445827,-17.831543748088837
2022-01-18 00:00:00,42176.34,42413.0,41953.9,42027.18,1114486575.8988,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.8279478776471458,53932.76576576577,97001.50285714286,145502.2542857143,97001.50285714286,48500.75142857143,77601.20228571429,-0.1602814481316077,836,49673.438056884304,24.721965180718186,-168.66289497631806,-47.99781399373469
2022-01-18 04:00:00,42027.18,42321.4,41855.0,42040.0,1189651247.8466,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.8279478776471458,53932.76576576577,97001.50285714286,145502.2542857143,97001.50285714286,48500.75142857143,77601.20228571429,-0.1602814481316077,836,49673.438056884304,28.82821459677372,-196.8397371190731,-77.76619861880238
2022-01-18 08:00:00,42039.99,42040.0,41379.39,41842.4,2219999521.7974,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.8279478776471458,53932.76576576577,97001.50285714286,145502.2542857143,97001.50285714286,48500.75142857143,77601.20228571429,-0.1602814481316077,836,49673.438056884304,28.274625157995885,-232.43538566830102,-108.70003602870212
2022-01-18 12:00:00,41842.4,41937.49,41260.0,41574.09,3079526168.2911,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,0.8279478776471458,53932.76576576577,97001.50285714286,145502.2542857143,97001.50285714286,48500.75142857143,77601.20228571429,-0.1602814481316077,836,49673.438056884304,19.818867525642716,-279.0785247234817,-142.77573376765804
2022-01-18 16:00:00,41574.09,41777.99,41370.64,41680.93,1637443896.9242,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,1.0514303354651298,53912.46846846847,97024.03428571428,145536.05142857143,97024.03428571428,48512.01714285714,77619.22742857142,-0.1720227991496035,835,49589.05546775316,24.848291783176222,-303.9190635875275,-175.00439973163193
2022-01-18 20:00:00,41680.94,42680.0,41486.0,42337.58,1948524084.3746,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,1.0514303354651298,53912.46846846847,97024.03428571428,145536.05142857143,97024.03428571428,48512.01714285714,77619.22742857142,-0.1720227991496035,835,49589.05546775316,35.25808473513925,-267.5352229415512,-193.51056437361578
2022-01-19 00:00:00,42337.58,42498.87,41550.0,41690.59,1930878605.8831,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,1.0514303354651298,53912.46846846847,97024.03428571428,145536.05142857143,97024.03428571428,48512.01714285714,77619.22742857142,-0.1720227991496035,835,49589.05546775316,32.44215553629657,-287.5922683278477,-212.32690516446218
2022-01-19 04:00:00,41690.61,41835.97,41133.73,41271.21,1857302697.097,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,1.0514303354651298,53912.46846846847,97024.03428571428,145536.05142857143,97024.03428571428,48512.01714285714,77619.22742857142,-0.1720227991496035,835,49589.05546775316,23.55599428988583,-333.48388772362523,-236.5583016762948
2022-01-19 08:00:00,41271.21,42154.99,41115.64,42023.15,2923122111.4287,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,1.0514303354651298,53912.46846846847,97024.03428571428,145536.05142857143,97024.03428571428,48512.01714285714,77619.22742857142,-0.1720227991496035,835,49589.05546775316,41.74324783192208,-305.65465633601707,-250.37757260823926
2022-01-19 12:00:00,42023.97,42545.0,41828.0,41971.31,3433207255.1227,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,1.0514303354651298,53912.46846846847,97024.03428571428,145536.05142857143,97024.03428571428,48512.01714285714,77619.22742857142,-0.1720227991496035,835,49589.05546775316,41.111761419564225,-284.5032681396042,-257.20271171451225
2022-01-19 16:00:00,41971.31,42366.95,41683.33,41864.47,2566204596.9142,118219.1,0.012107,4.0,4.0,0.0,3800.9793,0.0,3800.9793,1.012606365429212,53844.82882882883,97046.09714285714,145569.1457142857,97046.09714285714,48523.04857142857,77636.87771428571,-0.1952372534531097,834,49482.18744334299,39.708832210858944,-273.21231421775155,-260.4046322151601
