,Date,High,Low,Close,Volume,VIX,GDP,Unemployment,CPI,Interest_Rate,M2_Money_Supply,RSI,MACD_Signal,VWAP,Momentum,Bollinger_Upper,Bollinger_Lower,P,S1,S2,S3,R1,R2,R3
248,1990-12-18,330.42999267578125,325.75,330.04998779296875,176460000.0,23.11000061035156,6004.733,6.3,134.2,7.31,3285.1,63.47612156428801,3.8132920285369627,335.0371642764127,3.699981689453125,334.8295518153334,313.1194563633776,328.7433268229167,327.0566609700521,324.06333414713544,322.37666829427087,331.73665364583337,333.42331949869794,336.4166463216146
249,1990-12-19,330.79998779296875,329.3900146484375,330.20001220703125,180380000.0,23.07999992370605,6004.733,6.3,134.2,7.31,3285.1,63.85599471775988,3.798595123344205,335.0150101427302,0.279998779296875,335.19920392461427,314.16680559687006,330.1300048828125,329.46002197265625,328.72003173828125,328.050048828125,330.8699951171875,331.53997802734375,332.27996826171875
250,1990-12-20,330.739990234375,326.94000244140625,330.1199951171875,174700000.0,23.1299991607666,6004.733,6.3,134.2,7.31,3285.1,63.44986837635375,3.7765350695891176,334.99339284470403,1.04998779296875,335.18621432995457,315.68179409289695,329.26666259765625,327.7933349609375,325.4666748046875,323.99334716796875,331.59332275390625,333.066650390625,335.393310546875
251,1990-12-21,332.4700012207031,330.1199951171875,331.75,233400000.0,22.65999984741211,6004.733,6.3,134.2,7.31,3285.1,68.20318899895676,3.7684146500034346,334.9743689228125,4.0,335.37713851421535,317.01486893207374,331.44666544596356,330.423329671224,329.09665934244794,328.07332356770837,332.7733357747396,333.7966715494792,335.12334187825525
252,1990-12-24,331.739990234375,329.1600036621094,329.8999938964844,57200000.0,24.030000686645508,6004.733,6.3,134.2,7.31,3285.1,58.277879309245364,3.73135226271961,334.9670851833062,1.009979248046875,335.2663860658832,318.30562015970276,330.26666259765625,328.7933349609375,327.6866760253906,326.2133483886719,331.3733215332031,332.8466491699219,333.95330810546875
253,1990-12-26,331.69000244140625,329.8900146484375,330.8500061035156,78730000.0,24.18000030517578,6004.733,6.3,134.2,7.31,3285.1,61.58986990039832,3.684744865696848,334.95896720107174,4.410003662109375,334.9944348369066,319.8675707783278,330.8100077311198,329.93001302083337,329.01001993815106,328.1300252278646,331.7300008138021,332.60999552408856,333.52998860677087
254,1990-12-27,331.0400085449219,328.2300109863281,328.2900085449219,102900000.0,24.809999465942383,6004.733,6.3,134.2,7.31,3285.1,49.397548832200016,3.585356533466022,334.9418246975097,-1.899993896484375,333.53386891966267,322.5151362072905,329.1866760253906,327.3333435058594,326.3766784667969,324.5233459472656,330.1433410644531,331.9966735839844,332.9533386230469
255,1990-12-28,328.7200012207031,327.239990234375,328.7200012207031,111030000.0,25.049999237060547,6004.733,6.3,134.2,7.31,3285.1,51.26723025595086,3.4567847634143245,334.9246156834569,-0.6199951171875,333.136684821519,323.5623203054341,328.22666422526044,327.73332722981775,326.7466532389323,326.2533162434896,329.21333821614587,329.70667521158856,330.693349202474
256,1990-12-31,330.2300109863281,327.5,330.2200012207031,114130000.0,26.3799991607666,6004.733,6.3,134.2,7.31,3285.1,57.5765198105554,3.3327142367746703,334.91127774178165,3.399993896484375,332.63156034338976,324.8674447835633,329.31667073567706,328.403330485026,326.58665974934894,325.6733194986979,331.13334147135413,332.0466817220052,333.86335245768225
257,1991-01-01,330.2300109863281,327.5,330.2200012207031,114130000.0,26.3799991607666,6035.178,6.4,134.7,6.91,3289.3,57.5765198105554,3.2103730544409985,334.89801521446964,4.20001220703125,332.3082291701739,325.80277546849794,329.31667073567706,328.403330485026,326.58665974934894,325.6733194986979,331.13334147135413,332.0466817220052,333.86335245768225
258,1991-01-02,330.75,326.45001220703125,326.45001220703125,126280000.0,26.6200008392334,6035.178,6.4,134.7,6.91,3289.3,40.172967129652726,3.0280640561020324,334.87167206407463,-3.5999755859375,332.29597934785755,325.82502590116593,327.8833414713542,325.01668294270837,323.58335367838544,320.7166951497396,329.3166707356771,332.18332926432294,333.61665852864587
259,1991-01-03,326.5299987792969,321.8999938964844,321.9100036621094,141450000.0,27.93000030517578,6035.178,6.4,134.7,6.91,3289.3,28.290673493214854,2.7383905761443494,334.82655626570386,-8.290008544921875,333.1768089845279,324.143195287933,323.44666544596356,320.36333211263025,318.81666056315106,315.73332722981775,324.99333699544275,328.07667032877606,329.62334187825525
260,1991-01-04,322.3500061035156,318.8699951171875,321.0,140820000.0,27.190000534057617,6035.178,6.4,134.7,6.91,3289.3,26.479302969010632,2.375848358597996,334.77880984337475,-9.1199951171875,333.91630671477384,322.59669682526527,320.74000040690106,319.1299947102865,317.25998942057294,315.64998372395837,322.6100056966146,324.2200113932292,326.09001668294275
261,1991-01-07,320.9700012207031,315.44000244140625,315.44000244140625,130610000.0,28.950000762939453,6035.178,6.4,134.7,6.91,3289.3,18.244210868165,1.892516937400186,334.71706796712607,-16.30999755859375,335.70114321333807,319.5808605708416,317.28333536783856,313.596669514974,311.7533365885417,308.0666707356771,319.12666829427087,322.81333414713544,324.65666707356775
262,1991-01-08,316.9700012207031,313.7900085449219,314.8999938964844,143390000.0,30.3799991607666,6035.178,6.4,134.7,6.91,3289.3,17.629766715828595,1.3458852653341051,334.6478510031658,-15.0,336.77779389725134,317.105207811733,315.2200012207031,313.4700012207031,312.0400085449219,310.2900085449219,316.6499938964844,318.3999938964844,319.8299865722656
263,1991-01-09,320.7300109863281,310.92999267578125,311.489990234375,191100000.0,33.29999923706055,6035.178,6.4,134.7,6.91,3289.3,14.156004131894804,0.7307613962734887,334.5405518370792,-19.360015869140625,338.2193915864555,314.16860890182573,314.3833312988281,308.0366516113281,304.58331298828125,298.23663330078125,317.836669921875,324.183349609375,327.6366882324219
264,1991-01-10,314.7699890136719,311.510009765625,314.5299987792969,124510000.0,31.32999992370605,6035.178,6.4,134.7,6.91,3289.3,28.62303784025933,0.1517897625019335,334.4803248064685,-13.760009765625,338.34579024566284,312.4762098764075,313.60333251953125,312.4366760253906,310.3433532714844,309.17669677734375,315.6966552734375,316.8633117675781,318.9566345214844
265,1991-01-11,315.239990234375,313.5899963378906,315.2300109863281,123050000.0,32.630001068115234,6035.178,6.4,134.7,6.91,3289.3,31.682062856784185,-0.3633493744765595,334.4232351171792,-13.489990234375,338.262225508802,311.14877607811206,314.68666585286456,314.13334147135413,313.0366719563802,312.48334757486975,315.7833353678385,316.33665974934894,317.4333292643229
266,1991-01-14,315.2300109863281,309.3500061035156,312.489990234375,120830000.0,36.20000076293945,6035.178,6.4,134.7,6.91,3289.3,26.544118255839876,-0.8543623783965842,334.35954779043357,-17.730010986328125,338.5525291500995,309.42547072783026,312.35666910807294,309.48332722981775,306.47666422526044,303.60332234700525,315.36333211263025,318.23667399088544,321.24333699544275
267,1991-01-15,313.7300109863281,311.8399963378906,313.7300109863281,110000000.0,36.15999984741211,6035.178,6.4,134.7,6.91,3289.3,32.278974062044824,-1.2827828049415622,334.3051587989462,-16.489990234375,338.59932549849964,308.1496765766957,313.1000061035156,312.4700012207031,311.2099914550781,310.5799865722656,314.3600158691406,314.9900207519531,316.2500305175781
268,1991-01-16,316.94000244140625,312.94000244140625,316.1700134277344,134560000.0,33.20000076293945,6035.178,6.4,134.7,6.91,3289.3,42.47561497479198,-1.6076603745441849,334.2468589447003,-10.279998779296875,337.889484521627,307.4715201170448,315.3500061035156,313.760009765625,311.3500061035156,309.760009765625,317.760009765625,319.3500061035156,321.760009765625
269,1991-01-17,327.9700012207031,316.25,327.9700012207031,319080000.0,27.450000762939453,6035.178,6.4,134.7,6.91,3289.3,68.73982048953776,-1.6586825716446156,334.199372001523,6.05999755859375,337.57724186087137,307.56076167916774,324.06333414713544,320.15666707356775,312.3433329264323,308.4366658528646,331.87666829427087,335.78333536783856,343.596669514974
270,1991-01-18,332.2300109863281,327.0799865722656,332.2300109863281,226770000.0,25.38999938964844,6035.178,6.4,134.7,6.91,3289.3,73.7351501030582,-1.4636364179702788,334.18883991410615,11.230010986328125,337.9338018897878,307.4152032371653,330.5133361816406,328.7966613769531,325.3633117675781,323.6466369628906,333.9466857910156,335.6633605957031,339.0967102050781
271,1991-01-21,332.2300109863281,328.8699951171875,331.0599975585937,136290000.0,24.32999992370605,6035.178,6.4,134.7,6.91,3289.3,70.18111974072495,-1.1399149882791113,334.1788155337068,15.619995117187443,337.81579752569576,307.4642073571166,330.7200012207031,329.2099914550781,327.3599853515625,325.8499755859375,332.57000732421875,334.08001708984375,335.9300231933594
272,1991-01-22,331.260009765625,327.8299865722656,328.3099975585937,177060000.0,24.899999618530277,6035.178,6.4,134.7,6.91,3289.3,62.06773258922244,-0.7937889477389222,334.1544891773131,13.410003662109318,337.5921363374173,307.5288689116062,329.1333312988281,327.00665283203125,325.70330810546875,323.5766296386719,330.4366760253906,332.5633544921875,333.86669921875
273,1991-01-23,331.0400085449219,327.92999267578125,330.2099914550781,168620000.0,23.920000076293945,6035.178,6.4,134.7,6.91,3289.3,65.26862652528445,-0.41964213164501774,334.1389797491611,18.720001220703125,337.4883843000014,307.5686194841782,329.72666422526044,328.413319905599,326.6166483561198,325.30330403645837,331.5233357747396,332.83668009440106,334.63335164388025
274,1991-01-24,335.8299865722656,330.19000244140625,334.7799987792969,223150000.0,22.86000061035156,6035.178,6.4,134.7,6.91,3289.3,71.85905627296962,0.026322416433562812,334.1422979970864,20.25,338.5999416665529,307.1060611410643,333.59999593098956,331.3700052897135,327.9600118001302,325.73002115885413,337.0099894205729,339.23998006184894,342.64997355143225
275,1991-01-25,336.9200134277344,334.20001220703125,336.07000732421875,194350000.0,22.200000762939453,6035.178,6.4,134.7,6.91,3289.3,73.49704061369572,0.514444067846629,334.1509499375935,20.839996337890625,339.86163992565577,306.579363492313,335.7300109863281,334.5400085449219,333.010009765625,331.82000732421875,337.260009765625,338.45001220703125,339.9800109863281
276,1991-01-28,337.4100036621094,335.8099975585937,336.0299987792969,141270000.0,23.049999237060547,6035.178,6.4,134.7,6.91,3289.3,73.34426805826703,1.001589996301712,334.15706021472363,23.540008544921875,340.854636570713,306.1673666031151,336.4166666666667,335.423329671224,334.816660563151,333.8233235677083,337.0233357747397,338.01667277018237,338.62334187825536
277,1991-01-29,336.0299987792969,334.260009765625,335.8399963378906,155740000.0,23.170000076293945,6035.178,6.4,134.7,6.91,3289.3,72.51827332711106,1.4572731617845833,334.1630717665114,22.1099853515625,341.76403910832835,305.8199635772186,335.3766682942708,334.72333780924475,333.60667928059894,332.9533487955729,336.49332682291663,337.1466573079427,338.2633158365885
278,1991-01-30,340.9100036621094,335.7099914550781,340.9100036621094,226790000.0,21.3700008392334,6035.178,6.4,134.7,6.91,3289.3,79.59394246757753,1.946915997886889,334.1979854617389,24.739990234375,344.034106729156,304.9958951018987,339.1766662597656,337.4433288574219,333.9766540527344,332.2433166503906,342.6433410644531,344.3766784667969,347.8433532714844
279,1991-01-31,343.92999267578125,340.4700012207031,343.92999267578125,204520000.0,20.90999984741211,6035.178,6.4,134.7,6.91,3289.3,82.66202210987069,2.4759209565825007,334.2431899781117,15.959991455078125,346.9190294783722,304.31297125404967,342.7766621907552,341.62333170572913,339.31667073567706,338.163340250651,345.08332316080725,346.2366536458333,348.5433146158854
280,1991-02-01,344.8999938964844,340.3699951171875,343.04998779296875,246670000.0,21.040000915527344,6035.178,6.6,134.8,6.25,3296.3,78.68439769582466,2.98218292844481,334.2922527135897,10.819976806640625,349.26187009446403,304.17512941725477,342.77332560221356,340.64665730794275,338.2433268229167,336.11665852864587,345.1766560872396,347.30332438151044,349.7066548665365
281,1991-02-04,348.7099914550781,342.9599914550781,348.3399963378906,250750000.0,21.86000061035156,6035.178,6.6,134.8,6.25,3296.3,84.0184368683833,3.525252946242207,334.3713592508805,17.279998779296932,352.2056601502632,304.521338751104,346.6699930826823,344.6299947102865,340.9199930826823,338.8799947102865,350.3799947102865,352.4199930826823,356.1299947102865
282,1991-02-05,351.8399963378906,347.2099914550781,351.260009765625,290570000.0,21.459999084472656,6035.178,6.6,134.8,6.25,3296.3,86.21542780820933,4.101477250696475,334.4808521080042,22.950012207031307,355.2162661445137,305.14673434376755,350.10333251953125,348.3666687011719,345.47332763671875,343.7366638183594,352.9966735839844,354.73333740234375,357.6266784667969
283,1991-02-06,358.07000732421875,349.5799865722656,358.07000732421875,276940000.0,22.68000030517578,6035.178,6.6,134.8,6.25,3296.3,89.93775104755444,4.767576826917468,334.62571689992296,27.860015869140625,358.8560750747265,306.1649271225391,355.24000040690106,352.40999348958337,346.74997965494794,343.91997273763025,360.9000142415365,363.7300211588542,369.3900349934896
284,1991-02-07,363.4299926757813,355.5299987792969,356.5199890136719,292190000.0,23.600000381469727,6035.178,6.6,134.8,6.25,3296.3,83.9818943817188,5.419494533012009,334.7666638784991,21.739990234375,361.60677665923436,307.61322456146877,358.4933268229167,353.55666097005206,350.59333292643225,345.65666707356763,361.4566548665365,366.3933207194011,369.3566487630209
285,1991-02-08,359.3500061035156,356.0199890136719,359.3500061035156,187830000.0,23.3799991607666,6035.178,6.6,134.8,6.25,3296.3,85.94297626776613,6.061147859781087,334.86797852930397,23.279998779296875,364.3500110340789,309.28198969834295,358.24000040690106,357.1299947102865,354.9099833170573,353.79997762044275,360.46001180013025,361.5700174967448,363.790028889974
286,1991-02-11,368.5799865722656,359.32000732421875,368.5799865722656,265350000.0,22.559999465942383,6035.178,6.6,134.8,6.25,3296.3,90.37669722053626,6.796175510404931,335.0631196851013,32.54998779296875,368.13077514617527,311.1102252200357,365.4933268229167,362.40666707356775,356.2333475748698,353.14668782552087,371.6666463216146,374.75330607096356,380.9266255696615
287,1991-02-12,370.5400085449219,365.5,365.5,256160000.0,22.26000022888184,6035.178,6.6,134.8,6.25,3296.3,80.58967990216976,7.486567768617245,335.2322558689914,29.660003662109375,370.2179998396708,314.1999994279073,367.1800028483073,363.81999715169275,362.13999430338544,358.77998860677087,368.8600056966146,372.2200113932292,373.9000142415365
288,1991-02-13,369.489990234375,364.6400146484375,369.0199890136719,209960000.0,20.86000061035156,6035.178,6.6,134.8,6.25,3296.3,83.01515035781875,8.151887891160127,335.3854517532396,28.1099853515625,372.4864830766929,317.216513749479,367.71666463216144,365.9433390299479,362.86668904622394,361.0933634440104,370.7933146158854,372.56664021809894,375.6432902018229
289,1991-02-14,370.260009765625,362.7699890136719,364.2200012207031,230750000.0,21.479999542236328,6035.178,6.6,134.8,6.25,3296.3,69.37516111411048,8.671455301293848,335.5284226466635,20.290008544921875,374.39196119816796,318.93603562800394,365.75,361.239990234375,358.2599792480469,353.7499694824219,368.7300109863281,373.2400207519531,376.22003173828125
290,1991-02-15,369.489990234375,364.2300109863281,369.05999755859375,228480000.0,19.56999969482422,6035.178,6.6,134.8,6.25,3296.3,74.2900215361696,9.129886466910968,335.6922430245687,26.010009765625,377.0763994283559,319.93459605504256,367.5933329264323,365.6966756184896,362.33335367838544,360.43669637044275,370.9566548665365,372.8533121744792,376.21663411458337
291,1991-02-19,370.1099853515625,367.0499877929688,369.3900146484375,189900000.0,19.84000015258789,6035.178,6.6,134.8,6.25,3296.3,74.61059619081331,9.510423271526912,335.8285229857874,21.050018310546875,379.2071046478672,321.63689254451566,368.84999593098956,367.59000651041663,365.78999837239587,364.53000895182294,370.6500040690103,371.90999348958326,373.710001627604
292,1991-02-20,369.3699951171875,364.3800048828125,365.1400146484375,185680000.0,22.26000022888184,6035.178,6.6,134.8,6.25,3296.3,62.9476697975138,9.732706585423724,335.9439732555557,13.8800048828125,379.77664642527157,324.7503524760956,366.2966715494792,363.22334798177087,361.3066813151042,358.23335774739587,368.21333821614587,371.2866617838542,373.20332845052087
293,1991-02-21,366.7900085449219,364.5,364.9700012207031,180770000.0,20.780000686645508,6035.178,6.6,134.8,6.25,3296.3,62.496742418348376,9.819251946620941,336.0548508302726,6.899993896484375,379.99869827582626,328.00430160210345,365.4200032552083,364.04999796549475,363.12999471028644,361.7599894205729,366.34000651041663,367.7100118001302,368.6300150553385
294,1991-02-22,370.9599914550781,364.2300109863281,365.6499938964844,218760000.0,21.01000022888184,6035.178,6.6,134.8,6.25,3296.3,63.696903489625925,9.804651362482359,336.19103138936185,9.1300048828125,380.37656492606936,330.7134344635791,366.94666544596356,362.933339436849,360.21668497721356,356.203358968099,369.663319905599,373.67664591471356,376.393300374349
295,1991-02-25,370.1900024414063,365.1600036621094,367.260009765625,193820000.0,22.86000061035156,6035.178,6.6,134.8,6.25,3296.3,66.61559386893359,9.73075992521409,336.31718083892895,7.910003662109375,380.6716795901951,333.537320043594,367.5366719563802,364.8833414713541,362.50667317708326,359.85334269205714,369.913340250651,372.5666707356771,374.94333902994794
296,1991-02-26,367.260009765625,362.1900024414063,362.80999755859375,164170000.0,20.3799991607666,6035.178,6.6,134.8,6.25,3296.3,53.020875790272626,9.530403925147132,336.4079818493119,-5.769989013671875,379.9193932939611,336.96760621775763,364.086669921875,360.913330078125,359.0166625976563,355.8433227539063,365.9833374023437,369.1566772460937,371.0533447265624
297,1991-02-27,368.3800048828125,362.80999755859375,367.739990234375,211410000.0,21.26000022888184,6035.178,6.6,134.8,6.25,3296.3,62.74076321519929,9.31821881519349,336.5456615515311,2.239990234375,379.0420581390514,341.03494076231584,366.30999755859375,364.239990234375,360.739990234375,358.66998291015625,369.80999755859375,371.8800048828125,375.3800048828125
298,1991-02-28,369.9100036621094,365.9500122070313,367.0700073242188,223010000.0,21.229999542236328,6035.178,6.6,134.8,6.25,3296.3,60.76922423331494,9.077815250821175,336.6864990860336,-1.9499816894530682,378.2966920914304,344.39630717614773,367.6433410644531,365.3766784667969,363.68334960937506,361.4166870117188,369.33666992187494,371.6033325195312,373.296661376953
299,1991-03-01,370.4700012207031,363.7300109863281,370.4700012207031,221510000.0,21.229999542236328,6035.178,6.8,134.8,6.12,3327.3,66.86589964413663,8.865881997651138,336.840619416844,6.25,377.9561205967078,347.3908795253625,368.2233378092448,365.9766743977865,361.4833475748698,359.2366841634115,372.7166646321615,374.9633280436198,379.4566548665365
300,1991-03-04,371.989990234375,369.0700073242188,369.3299865722656,199830000.0,20.86000061035156,6035.178,6.8,134.8,6.12,3327.3,63.073671224448304,8.644507868963895,336.97378138221575,0.269989013671875,376.4191869475988,351.5558130524012,370.12999471028644,368.2699991861979,367.21001180013025,365.3500162760417,371.1899820963541,373.04997762044263,374.10996500651027
301,1991-03-05,377.8900146484375,369.3299865722656,376.7200012207031,253700000.0,20.450000762939453,6035.178,6.8,134.8,6.12,3327.3,74.0722647843145,8.52702196560467,337.1795317144104,7.329986572265625,376.74900042658675,354.06400006169446,374.64666748046875,371.4033203125,366.0866394042969,362.8432922363281,379.9633483886719,383.2066955566406,388.52337646484375
302,1991-03-06,379.6600036621094,375.0199890136719,376.1700134277344,262290000.0,20.549999237060547,6035.178,6.8,134.8,6.12,3327.3,72.22493746138618,8.452600452504324,337.38709306553807,11.029998779296875,376.86863375282275,356.43536710166944,376.9500020345052,374.240000406901,372.3099873860677,369.5999857584635,378.8800150553385,381.5900166829427,383.520029703776
303,1991-03-07,377.489990234375,375.5799865722656,375.9100036621094,197060000.0,21.049999237060547,6035.178,6.8,134.8,6.12,3327.3,71.25556311378176,8.385658673445274,337.5405513130184,10.94000244140625,377.72085559784574,357.36714489043555,376.32666015625,375.163330078125,374.4166564941406,373.2533264160156,377.0733337402344,378.2366638183594,378.98333740234375
304,1991-03-08,378.6900024414063,374.4299926757813,374.9500122070313,206850000.0,20.809999465942383,6035.178,6.8,134.8,6.12,3327.3,67.40166198924013,8.292485530102997,337.6963261975418,9.300018310546932,377.73669879502995,359.1943040125873,376.0233357747397,373.35666910807305,371.7633260091147,369.09665934244805,377.61667887369805,380.2833455403647,381.87668863932305
305,1991-03-11,375.1000061035156,372.5199890136719,372.9599914550781,161600000.0,20.8799991607666,6035.178,6.8,134.8,6.12,3327.3,59.680976572195604,8.137105495194218,337.81067160994934,5.699981689453125,377.5581889623946,360.7338123803789,373.5266621907552,371.95331827799475,370.94664510091144,369.373301188151,374.5333353678385,376.10667928059894,377.11335245768225
306,1991-03-12,374.3500061035156,369.5499877929688,370.0299987792969,176440000.0,18.81999969482422,6035.178,6.8,134.8,6.12,3327.3,49.95897649005806,7.885588232699012,337.92433709577693,7.220001220703125,377.63514250681465,360.8018600566619,371.30999755859375,368.2699890136719,366.50997924804693,363.46997070312506,373.0700073242187,376.11001586914057,377.8700256347655
307,1991-03-13,374.6499938964844,370.0299987792969,374.5700073242188,176000000.0,16.09000015258789,6035.178,6.8,134.8,6.12,3327.3,61.24589628421676,7.641459303042272,338.05284350960727,6.830017089843807,378.2213924994748,361.12261079642377,373.0833333333333,371.51667277018225,368.4633382161458,366.89667765299475,376.13666788736975,377.7033284505208,380.75666300455725
308,1991-03-14,378.2799987792969,371.760009765625,373.5,232070000.0,14.9399995803833,6035.178,6.8,134.8,6.12,3327.3,57.70632502930187,7.380271105784633,338.21599324209586,6.429992675781193,378.60670130104626,361.18530309348506,374.5133361816406,370.7466735839844,367.99334716796875,364.2266845703125,377.26666259765625,381.0333251953125,383.7866516113281
309,1991-03-15,374.5799865722656,370.2099914550781,373.5899963378906,237650000.0,14.899999618530272,6035.178,6.8,134.8,6.12,3327.3,57.94221315220372,7.106697115264618,338.381938881232,3.1199951171875,378.79316345470585,361.93584045154427,372.79332478841144,371.00666300455725,368.42332967122394,366.63666788736975,375.37665812174475,377.16331990559894,379.74665323893225
310,1991-03-18,374.0899963378906,369.4599914550781,372.1099853515625,163100000.0,15.789999961853027,6035.178,6.8,134.8,6.12,3327.3,52.39692105786992,6.799890838967391,338.4901801737283,2.779998779296875,378.9566440037808,362.07735868176616,371.88665771484375,369.6833190917969,367.25665283203125,365.0533142089844,374.3133239746094,376.51666259765625,378.9433288574219
311,1991-03-19,372.1099853515625,366.5400085449219,366.5899963378906,177070000.0,16.110000610351562,6035.178,6.8,134.8,6.12,3327.3,37.11195791822288,6.384771974251776,338.58774331693917,-10.1300048828125,378.986544865812,361.76745598868024,368.413330078125,364.7166748046875,362.8433532714844,359.1466979980469,370.2866516113281,373.9833068847656,375.85662841796875
312,1991-03-20,368.8500061035156,365.7999877929688,367.9200134277344,196810000.0,16.040000915527344,6035.178,6.8,134.8,6.12,3327.3,41.8296261667698,5.930193553360777,338.7005039227237,-8.25,378.85505949206055,362.1769412403614,367.52333577473956,366.1966654459635,364.47331746419275,363.1466471354167,369.2466837565103,370.5733540852864,372.29670206705714
313,1991-03-21,371.010009765625,366.510009765625,366.5799865722656,199830000.0,16.860000610351562,6035.178,6.8,134.8,6.12,3327.3,38.47430359230393,5.439816942590856,338.8089011332691,-9.33001708984375,378.73890396211885,362.45409530545936,368.03333536783856,365.0566609700521,363.53333536783856,360.5566609700521,369.5566609700521,372.53333536783856,374.0566609700521
314,1991-03-22,368.2200012207031,365.5799865722656,367.4800109863281,160890000.0,16.489999771118164,6035.178,6.8,134.8,6.12,3327.3,42.0751446219837,4.954669992873588,338.89837348774245,-7.470001220703182,378.63514414624683,362.7408568303158,367.0933329264323,365.9666646321615,364.4533182779948,363.326649983724,368.606679280599,369.7333475748698,371.2466939290365
315,1991-03-25,371.30999755859375,367.4599914550781,369.8299865722656,153920000.0,16.760000228881836,6035.178,6.8,134.8,6.12,3327.3,50.75761748534536,4.52443289100057,338.99044352073514,-3.1300048828125,378.61192331651193,363.0210753407147,369.5333251953125,367.75665283203125,365.6833190917969,363.9066467285156,371.6066589355469,373.3833312988281,375.4566650390625
316,1991-03-26,376.2999877929688,369.3699951171875,376.2999877929688,198720000.0,16.309999465942383,6035.178,6.8,134.8,6.12,3327.3,66.64192722905429,4.244078950732511,339.1332725333796,6.269989013671932,378.6804150421923,364.3015826384718,373.989990234375,371.6799926757812,367.0599975585937,364.7499999999999,378.6099853515625,380.9199829101563,385.5399780273438
317,1991-03-27,378.4800109863281,374.7300109863281,375.3500061035156,201830000.0,16.549999237060547,6035.178,6.8,134.8,6.12,3327.3,63.188682415898896,4.0475359718105866,339.27354246686906,0.7799987792968182,379.0304888994954,364.71251036808275,376.1866760253906,373.8933410644531,372.4366760253906,370.1433410644531,377.6433410644531,379.9366760253906,381.3933410644531
318,1991-03-28,376.6000061035156,374.3999938964844,375.2200012207031,150750000.0,16.8799991607666,6035.178,6.8,134.8,6.12,3327.3,62.6758536073282,3.9025278823106513,339.377230464584,1.720001220703125,379.21145342676164,365.34654523046504,375.4066670735677,374.21332804361975,373.20665486653644,372.0133158365885,376.413340250651,377.60667928059894,378.61335245768225
319,1991-04-01,375.2200012207031,370.2699890136719,371.2999877929688,144010000.0,17.420000076293945,6126.862,6.7,135.1,5.91,3349.5,48.8752544218641,3.725986251552809,339.4649533743579,-2.290008544921818,379.21720137368055,365.42379594077266,372.26332600911456,369.306650797526,367.3133138020833,364.35663859049475,374.25666300455725,377.2133382161458,379.2066752115885
320,1991-04-02,379.5,371.2999877929688,379.5,189530000.0,17.399999618530273,6126.862,6.7,135.1,5.91,3349.5,66.61704138947651,3.661268741271702,339.609221522224,7.3900146484375,380.27511499632544,365.38288366090126,376.76666259765625,374.0333251953125,368.56665039062506,365.8333129882813,382.2333374023437,384.96667480468744,390.4333496093749
321,1991-04-03,381.55999755859375,378.489990234375,378.9400024414063,213720000.0,17.610000610351562,6126.862,6.7,135.1,5.91,3349.5,64.84385428947132,3.65275381609861,339.7683942731867,12.350006103515682,380.69031450853674,365.18968427076027,379.663330078125,377.76666259765625,376.59332275390625,374.6966552734375,380.836669921875,382.73333740234375,383.90667724609375
322,1991-04-04,381.8800048828125,377.0499877929688,379.7699890136719,198120000.0,18.010000228881836,6126.862,6.7,135.1,5.91,3349.5,66.37448696733183,3.6848285350815226,339.9179043109642,11.8499755859375,381.3392035661508,364.90079277173993,379.56666056315106,377.2533162434896,374.73664347330737,372.4232991536459,382.0833333333333,384.39667765299475,386.913350423177
323,1991-04-05,381.1199951171875,374.1499938964844,375.3599853515625,187410000.0,17.6299991607666,6126.862,6.7,135.1,5.91,3349.5,52.39032086061728,3.6619051445178807,340.04277023562315,8.779998779296875,381.27599976422977,364.90899474260624,376.8766581217448,372.6333211263021,369.9066569010417,365.663319905599,379.60332234700525,383.84665934244794,386.57332356770837
324,1991-04-08,378.760009765625,374.6900024414063,378.6600036621094,138580000.0,17.40999984741211,6126.862,6.7,135.1,5.91,3349.5,59.71807542810982,3.6500153286253916,340.14311246512665,11.17999267578125,381.79997710461447,364.7560165477293,377.37000528971356,375.9800008138021,373.29999796549487,371.9099934895834,380.0500081380208,381.44001261393225,384.1200154622395
325,1991-04-09,379.0199890136719,373.1099853515625,373.55999755859375,169940000.0,20.1200008392334,6126.862,6.7,135.1,5.91,3349.5,46.857578392174155,3.5559776853753235,340.24925317401124,3.730010986328125,381.82948821652514,364.78650604617013,375.22999064127606,371.43999226888025,369.3199869791667,365.52998860677087,377.3499959309896,381.13999430338544,383.259999593099
326,1991-04-10,374.8299865722656,371.2099914550781,373.1499938964844,167940000.0,19.729999542236328,6126.862,6.7,135.1,5.91,3349.5,45.939865947636136,3.4007348226409926,340.3522014709153,-3.149993896484432,381.84590814199254,365.0820856324215,373.0633239746094,371.2966613769531,369.4433288574219,367.6766662597656,374.9166564941406,376.6833190917969,378.5366516113281
327,1991-04-11,379.5299987792969,373.1499938964844,377.6300048828125,196570000.0,17.239999771118164,6126.862,6.7,135.1,5.91,3349.5,56.64525918546389,3.2789927976647686,340.48823288077665,2.279998779296875,382.1933689171227,365.0406246131507,376.76999918619794,374.009999593099,370.38999430338544,367.6299947102865,380.3900044759115,383.15000406901044,386.770009358724
