Date,Bullish,Neutral,Bearish,High,Low,Close,Volume,GDP,Unemployment,CPI,Interest_Rate,M2_Money_Supply,RSI,MACD_Signal,VWAP,Momentum,Bollinger_Upper,Bollinger_Lower,P,S1,S2,S3,R1,R2,R3
2015-01-30,0.4417,0.3344,0.2239,75.26000213623047,73.30999755859375,73.87000274658203,1623400.0,18063.529,5.7,234.747,0.11,11759.0,65.44146878857882,0.4784938279344124,69.39662847894039,9.480003356933594,76.87685564484974,61.352143683763536,74.14666748046875,73.03333282470703,72.19666290283203,71.08332824707031,74.98333740234375,76.09667205810547,76.93334197998047
2015-02-01,0.4417,0.3344,0.2239,75.26000213623047,73.30999755859375,73.87000274658203,1623400.0,18063.529,5.5,235.342,0.11,11847.1,65.44146878857882,0.6827434190431927,69.57161867858157,8.060005187988281,77.3217123541008,61.25428709658279,74.14666748046875,73.03333282470703,72.19666290283203,71.08332824707031,74.98333740234375,76.09667205810547,76.93334197998047
2015-02-02,0.4417,0.3344,0.2239,74.0,66.87999725341797,68.72000122070312,3348300.0,18063.529,5.5,235.342,0.11,11847.1,36.76116066635411,0.7684387512878582,69.50803818406419,0.7600021362304688,77.3435762069513,61.34142364046081,69.86666615804036,65.73333231608072,62.74666341145833,58.61332956949869,72.85333506266275,76.98666890462239,79.97333780924478
2015-02-03,0.4417,0.3344,0.2239,70.0,67.05000305175781,68.5199966430664,2551800.0,18063.529,5.5,235.342,0.11,11847.1,36.05312653745209,0.7703918963553078,69.45484652996466,-0.3199996948242187,77.24261628031869,61.82738341450553,68.52333323160808,67.04666646321616,65.57333628336589,64.09666951497397,69.99666341145834,71.47333017985027,72.94666035970053
2015-02-04,0.4417,0.3344,0.2239,69.4000015258789,66.76000213623047,68.33000183105469,1499600.0,18063.529,5.5,235.342,0.11,11847.1,35.307734846999935,0.7149675385379181,69.42035101035948,-2.279998779296875,77.23024642310627,62.00775330223554,68.16333516438802,66.92666880289713,65.52333577473958,64.28666941324869,69.56666819254556,70.80333455403645,72.206667582194
2015-02-05,0.3549,0.3208,0.3242,68.7300033569336,66.5,67.38999938964844,1322900.0,18063.529,5.5,235.342,0.11,11847.1,31.58043088146387,0.6098587643287048,69.36686995786232,-5.980003356933594,77.23241631385984,61.97558310630616,67.54000091552734,66.3499984741211,65.30999755859375,64.1199951171875,68.58000183105469,69.77000427246094,70.81000518798828
2015-02-06,0.3549,0.3208,0.3242,68.5,65.52999877929688,65.88999938964844,1302200.0,18063.529,5.5,235.342,0.11,11847.1,26.44101995939185,0.4537971206829827,69.27899791098135,-7.260002136230469,77.2742058755656,61.81179342253011,66.63999938964844,64.77999877929688,63.66999816894531,61.80999755859375,67.75,69.61000061035156,70.72000122070312
2015-02-09,0.3549,0.3208,0.3242,65.8239974975586,63.34999847412109,63.7400016784668,1562800.0,18063.529,5.5,235.342,0.11,11847.1,20.83368977334102,0.23864396161813,69.1159398782585,-10.009998321533203,77.41768952854603,61.49031027308971,64.30466588338216,62.78533426920572,61.83066685994465,60.31133524576821,65.25933329264322,66.77866490681967,67.73333231608073
2015-02-10,0.3549,0.3208,0.3242,65.12000274658203,63.66999816894531,65.0199966430664,1306600.0,18063.529,5.5,235.342,0.11,11847.1,30.900077554612096,0.0176097238269188,69.01755127671713,-10.480003356933594,77.41768952854603,61.49031027308971,64.60333251953125,64.08666229248047,63.15332794189453,62.63665771484375,65.53666687011719,66.05333709716797,66.9866714477539
2015-02-11,0.3549,0.3208,0.3242,65.6500015258789,63.16999816894531,64.75,1096600.0,18063.529,5.5,235.342,0.11,11847.1,29.97249171223247,-0.1998714550602271,68.93321648313824,-11.010002136230469,77.40541150352944,61.51858866431725,64.52333323160808,63.39666493733725,62.04332987467448,60.916661580403655,65.87666829427084,67.00333658854167,68.35667165120444
