Date,Bullish,Neutral,Bearish,High,Low,Close,Volume,GDP,Unemployment,CPI,Interest_Rate,M2_Money_Supply,RSI,MACD_Signal,VWAP,Momentum,Bollinger_Upper,Bollinger_Lower,P,S1,S2,S3,R1,R2,R3
2013-01-30,0.5234000000000001,0.2339,0.2427,37.52999877929688,36.810001373291016,36.93000030517578,10841800.0,16648.189,8.0,231.679,0.14,10506.6,57.18716221036536,0.454143036638358,35.42063772676629,2.3300018310546875,38.601837875426185,32.66216130059921,37.09000015258789,36.6500015258789,36.37000274658202,35.93000411987303,37.369998931884766,37.80999755859376,38.08999633789063
2013-01-31,0.4804,0.2764999999999999,0.243,36.93000030517578,36.27000045776367,36.68999862670898,10720700.0,16648.189,8.0,231.679,0.14,10506.6,53.37886812872205,0.4851803225872229,35.46735578370369,1.1499977111816335,38.70623987298401,32.7147592725238,36.62999979654948,36.32999928792317,35.96999994913737,35.66999944051106,36.98999913533528,37.28999964396159,37.64999898274739
2013-02-01,0.4804,0.2764999999999999,0.243,37.20000076293945,36.52000045776367,37.18000030517578,9527500.0,16648.189,7.7,232.937,0.15,10480.0,59.70092256554755,0.5102767336889078,35.521598959778125,0.7600021362304688,38.86242361536242,32.7935753775575,36.96666717529297,36.73333358764648,36.28666687011719,36.0533332824707,37.413333892822266,37.64666748046875,38.09333419799805
2013-02-04,0.4804,0.2764999999999999,0.243,37.29999923706055,36.54999923706055,37.27999877929688,6348000.0,16648.189,7.7,232.937,0.15,10480.0,60.94791371295704,0.5307663175469356,35.557938890304854,-0.0400009155273366,38.99381214754641,32.95118678433836,37.04333241780599,36.78666559855144,36.29333241780599,36.03666559855144,37.53666559855144,37.79333241780599,38.28666559855144
2013-02-05,0.4804,0.2764999999999999,0.243,37.72999954223633,37.18000030517578,37.20000076293945,7284400.0,16648.189,7.7,232.937,0.15,10480.0,59.2554085009447,0.5448082880652716,35.595978300589906,0.7800025939941406,39.09025503835957,33.12874406137188,37.37000020345052,37.01000086466472,36.820000966389976,36.46000162760417,37.56000010172527,37.91999944051107,38.10999933878581
2013-02-06,0.4804,0.2764999999999999,0.243,37.27999877929688,36.86000061035156,37.13999938964844,5738900.0,16648.189,7.7,232.937,0.15,10480.0,57.8647667733544,0.551873900996282,35.623652664503034,-0.6599998474121094,39.06891985855887,33.49307927169015,37.09333292643229,36.9066670735677,36.67333475748697,36.48666890462238,37.326665242513016,37.51333109537761,37.746663411458336
2013-02-07,0.4277,0.2767,0.2956,37.56999969482422,35.79999923706055,36.41999816894531,9872500.0,16648.189,7.7,232.937,0.15,10480.0,43.67340029347698,0.5414514458250802,35.64747234387822,-1.0400009155273438,38.95968725693517,33.85431153762049,36.596665700276695,35.62333170572917,34.82666524251302,33.8533312479655,37.39333216349284,38.36666615804037,39.16333262125652
2013-02-08,0.4277,0.2767,0.2956,36.41999816894531,35.83000183105469,36.25,13858700.0,16648.189,7.7,232.937,0.15,10480.0,40.93814961201495,0.5166678718217113,35.67175207177865,-1.3499984741210866,38.8104380892485,34.22856070530717,36.16666666666666,35.913335164388016,35.57667032877604,35.32333882649739,36.50333150227864,36.75666300455729,37.09332784016927
2013-02-11,0.4277,0.2767,0.2956,36.18000030517578,35.75,35.849998474121094,6032100.0,16648.189,7.7,232.937,0.15,10480.0,34.988741496393146,0.4766228413402981,35.67482450490586,-1.0400009155273438,38.56896068516562,34.67003810939005,35.926666259765625,35.67333221435547,35.496665954589844,35.24333190917969,36.10333251953125,36.356666564941406,36.53333282470703
2013-02-12,0.4277,0.2767,0.2956,35.900001525878906,35.20000076293945,35.41999816894531,7473800.0,16648.189,7.7,232.937,0.15,10480.0,29.644931308593144,0.4211647286754999,35.66949604793186,-1.8900032043457031,38.34058709973477,35.031411496456634,35.506666819254555,35.113332112630204,34.8066660563151,34.41333134969075,35.81333287556966,36.20666758219401,36.51333363850911
2013-02-13,0.4277,0.2767,0.2956,35.56999969482422,35.150001525878906,35.27000045776367,4859800.0,16648.189,7.7,232.937,0.15,10480.0,27.9280990939601,0.3556001551193335,35.66413708352435,-1.6599998474121094,38.21581746884202,35.22318132571364,35.33000055948893,35.09000142415364,34.91000239054362,34.67000325520833,35.509999593098954,35.74999872843424,35.929997762044266
2013-02-14,0.4225,0.2901,0.2873,36.72999954223633,35.0099983215332,36.56999969482422,7570100.0,16648.189,7.7,232.937,0.15,10480.0,54.36003914629454,0.3070682948417316,35.682678083858,-0.1199989318847585,38.16370102961573,35.37829764286962,36.10333251953125,35.47666549682617,34.383331298828125,33.75666427612305,37.1966667175293,37.823333740234375,38.91666793823242
2013-02-15,0.4225,0.2901,0.2873,37.810001373291016,36.93000030517578,37.58000183105469,13296300.0,16648.189,7.7,232.937,0.15,10480.0,65.65243550347083,0.2871704530182861,35.74852002474405,0.4000015258789062,38.25634068568375,35.401658353012536,37.44000116984049,37.07000096638997,36.56000010172526,36.189999898274735,37.9500020345052,38.32000223795573,38.83000310262044
2013-02-19,0.4225,0.2901,0.2873,38.33000183105469,37.11000061035156,38.18999862670898,8292700.0,16648.189,7.7,232.937,0.15,10480.0,70.7037662936464,0.2953405600344854,35.80024257161166,0.9099998474120952,38.41150672047525,35.333492211409514,37.87666702270508,37.42333221435547,36.65666580200195,36.20333099365234,38.643333435058594,39.0966682434082,39.86333465576172
