Date,Bullish,Neutral,Bearish,High,Low,Close,Volume,GDP,Unemployment,CPI,Interest_Rate,M2_Money_Supply,RSI,MACD_Signal,VWAP,Momentum,Bollinger_Upper,Bollinger_Lower,P,S1,S2,S3,R1,R2,R3
2014-05-13,0.2834,0.4299,0.2866,14.871999740600586,13.675000190734863,13.869999885559082,90800.0,17518.508,6.3,236.918,0.09,11274.8,19.60578313501702,-0.0908301507722388,15.361705141671145,-1.4099998474121094,16.634471280229327,14.089528887617352,14.138999938964844,13.406000137329102,12.94200038909912,12.20900058746338,14.602999687194824,15.335999488830566,15.799999237060549
2014-05-14,0.2834,0.4299,0.2866,14.289999961853027,13.90999984741211,14.06999969482422,105600.0,17518.508,6.3,236.918,0.09,11274.8,27.541836207356127,-0.1377597589727555,15.336099447168124,-1.3400001525878888,16.695616058557576,13.900384040624552,14.089999834696451,13.889999707539875,13.709999720255531,13.509999593098955,14.269999821980791,14.46999994913737,14.649999936421713
2014-05-15,0.3312,0.4427,0.2261,14.3100004196167,13.609999656677246,14.289999961853027,110100.0,17518.508,6.3,236.918,0.09,11274.8,35.60942230935521,-0.1783122635736328,15.314916567499692,-1.3800001144409162,16.689852058284163,13.77314804852736,14.070000012715658,13.829999605814615,13.369999249776203,13.129998842875164,14.53000036875407,14.770000775655111,15.230001131693523
2014-05-16,0.3312,0.4427,0.2261,14.68000030517578,13.56999969482422,13.8100004196167,119700.0,17518.508,6.3,236.918,0.09,11274.8,27.813360524442203,-0.2199935965194894,15.282499489110377,-1.989999771118164,16.616528826123464,13.602471322649732,14.020000139872232,13.359999974568684,12.909999529520674,12.249999364217128,14.470000584920244,15.130000750223791,15.580001195271803
2014-05-19,0.3312,0.4427,0.2261,13.850000381469728,13.100000381469728,13.239999771118164,202500.0,17518.508,6.3,236.918,0.09,11274.8,21.395216449675655,-0.2687900703886164,15.210685377763111,-2.4400005340576154,16.614008831750436,13.3189912559876,13.396666844685871,12.943333307902018,12.646666844685871,12.193333307902018,13.693333307902018,14.146666844685871,14.443333307902018
2014-05-20,0.3312,0.4427,0.2261,14.300000190734863,13.369999885559082,14.0,141100.0,17518.508,6.3,236.918,0.09,11274.8,41.98957690181203,-0.3067501982346048,15.1817339826606,-1.3100004196166992,16.49643423049037,13.238565903024035,13.890000025431316,13.479999860127766,12.959999720255531,12.549999554951984,14.410000165303549,14.820000330607096,15.340000470479328
2014-05-21,0.3312,0.4427,0.2261,14.25,13.869999885559082,14.0,47400.0,17518.508,6.3,236.918,0.09,11274.8,41.98957690181202,-0.3352292359494126,15.172316509135808,-1.0500001907348633,16.333182369567453,13.194817794464528,14.039999961853027,13.829999923706056,13.65999984741211,13.449999809265137,14.210000038146973,14.420000076293944,14.59000015258789
2014-05-22,0.3043,0.4317,0.264,15.609999656677246,13.845000267028809,15.380000114440918,85300.0,17518.508,6.3,236.918,0.09,11274.8,64.48430868012514,-0.3334916407512834,15.175252830081993,0.1999998092651385,16.273932184320554,13.21706799115552,14.945000012715658,14.28000036875407,13.18000062306722,12.515000979105633,16.044999758402508,16.709999402364097,17.809999148050945
2014-05-23,0.3043,0.4317,0.264,15.350000381469728,14.3100004196167,14.529999732971191,352700.0,17518.508,6.3,236.918,0.09,11274.8,50.552554645466685,-0.3257070977879947,15.139614820192866,0.0199995040893554,16.215280522107168,13.19871960759254,14.730000178019203,14.109999974568682,13.690000216166176,13.070000012715653,15.149999936421713,15.770000139872234,16.189999898274742
2014-05-27,0.3043,0.4317,0.264,14.8100004196167,13.760000228881836,14.029999732971191,68100.0,17518.508,6.3,236.918,0.09,11274.8,44.08758032003136,-0.3217753793374098,15.127906610177403,-0.0600004196166992,16.192167577227114,13.127832499066828,14.200000127156576,13.589999834696451,13.149999936421713,12.53999964396159,14.640000025431316,15.25000031789144,15.69000021616618
2014-05-28,0.3043,0.4317,0.264,14.079999923706056,13.119999885559082,13.25,244000.0,17518.508,6.3,236.918,0.09,11274.8,35.837877035984405,-0.3321756928339882,15.059496754566284,-0.619999885559082,16.183855593966516,12.933144509030312,13.483333269755043,12.886666615804032,12.52333323160807,11.92666657765706,13.846666653951008,14.44333330790202,14.806666692097982
2014-05-29,0.3646,0.4033,0.2319999999999999,13.81999969482422,13.43000030517578,13.479999542236328,64600.0,17518.508,6.3,236.918,0.09,11274.8,39.67827508940331,-0.3465872407158891,15.044408545901492,-0.5900001525878924,16.103586202722294,12.820413869756957,13.576666514078775,13.33333333333333,13.186667124430334,12.94333394368489,13.723332722981771,13.966665903727217,14.113332112630212
2014-05-30,0.3646,0.4033,0.2319999999999999,13.524999618530272,13.239999771118164,13.350000381469728,76100.0,17518.508,6.3,236.918,0.09,11274.8,38.18760538393885,-0.3640415937016766,15.02555343289562,-0.939999580383299,15.95573907125334,12.736261031743483,13.37166659037272,13.21833356221517,13.086666742960611,12.933333714803062,13.503333409627276,13.656666437784828,13.788333257039383
2014-06-01,0.3646,0.4033,0.2319999999999999,13.524999618530272,13.239999771118164,13.350000381469728,76100.0,17518.508,6.1,237.231,0.1,11336.8,38.18760538393885,-0.3816584075220949,15.007113335248036,-0.4600000381469709,15.737383711935786,12.709616410134528,13.37166659037272,13.21833356221517,13.086666742960611,12.933333714803062,13.503333409627276,13.656666437784828,13.788333257039383
2014-06-02,0.3646,0.4033,0.2319999999999999,13.829999923706056,13.175000190734863,13.539999961853027,47600.0,17518.508,6.1,237.231,0.1,11336.8,42.39846357319352,-0.3945523371064982,14.997083087549886,0.3000001907348633,15.493228199287874,12.739771888450164,13.515000025431316,13.200000127156573,12.86000029246012,12.54500039418538,13.854999860127766,14.169999758402508,14.50999959309896
