,Date,High,Low,Close,Volume,GDP,Unemployment,CPI,Interest_Rate,M2_Money_Supply,RSI,MACD_Signal,VWAP,Momentum,Bollinger_Upper,Bollinger_Lower,P,S1,S2,S3,R1,R2,R3
19,1993-04-16,0.3703700006008148,0.3621399998664856,0.3676269948482513,2063981.0,6808.939,7.1,143.8,2.96,3430.4,62.37499143093368,0.007934748991056341,0.3322007233404204,0.016460984945297186,0.3817976598129725,0.3112063314332509,0.3667123317718506,0.36305466294288635,0.35848233103752136,0.35482466220855713,0.3712846636772156,0.3749423325061798,0.3795146644115448
20,1993-04-19,0.3676269948482513,0.3539089858531952,0.3566530048847198,1672144.0,6808.939,7.1,143.8,2.96,3430.4,51.324375680058424,0.008150660935198475,0.33244807012324695,0.0,0.3822665915512614,0.31375520074133345,0.3593963285287221,0.35116566220919293,0.345678319533666,0.33744765321413683,0.364883671204249,0.3731143375237782,0.3786016801993051
21,1993-04-20,0.3566530048847198,0.3456789851188659,0.3566530048847198,2360138.0,6808.939,7.1,143.8,2.96,3430.4,51.324375680058424,0.008187884334931204,0.3327887902180648,0.0027440190315246027,0.380326174390988,0.3200852198474839,0.3529949982961018,0.34933699170748383,0.34202097853024793,0.33836297194162995,0.3603110114733377,0.3639690180619557,0.3712850312391916
22,1993-04-21,0.3786010146141052,0.3456789851188659,0.3703700006008148,3166594.0,6808.939,7.1,143.8,2.96,3430.4,62.40760328602646,0.008311342715339256,0.3334854068246883,0.024691015481948908,0.3788285316448073,0.32734416411115114,0.36488333344459534,0.35116565227508545,0.331961303949356,0.31824362277984614,0.38408768177032476,0.39780536293983465,0.4170097112655641
23,1993-04-22,0.4005489945411682,0.3676269948482513,0.3895750045776367,2984344.0,6808.939,7.1,143.8,2.96,3430.4,72.51694767039724,0.008769841009271504,0.33444843833890653,0.03566601872444153,0.3818287555177028,0.33147703967501563,0.38591699798901874,0.37128500143686927,0.3529949982961018,0.33836300174395234,0.4042070011297862,0.41883899768193567,0.4371290008227031
24,1993-04-23,0.4115230143070221,0.3895750045776367,0.4115230143070221,1868063.0,6808.939,7.1,143.8,2.96,3430.4,79.71147296294015,0.009744480026976147,0.3352679768176101,0.0548700094223023,0.3933828200812792,0.3278790776018643,0.4042070110638936,0.39689100782076514,0.38225900133450824,0.37494299809137976,0.4188390175501505,0.426155020793279,0.4407870272795359
25,1993-04-26,0.4224970042705536,0.3950619995594024,0.4142659902572632,3521981.0,6808.939,7.1,143.8,2.96,3430.4,80.44949596860687,0.011013086801387142,0.33682054112587684,0.0658439993858338,0.40367952257250705,0.3247153732195003,0.41060833136240643,0.3987196584542593,0.38317332665125525,0.3712846537431081,0.42615466316541045,0.4380433360735576,0.45358966787656163
26,1993-04-27,0.4334709942340851,0.4087789952754974,0.4334709942340851,2916000.0,6808.939,7.1,143.8,2.96,3430.4,84.88993587950137,0.012680747976525575,0.3383680316019594,0.07133099436759949,0.4177376899688573,0.319436406734672,0.42524032791455585,0.4170096615950266,0.40054832895596815,0.3923176626364389,0.4417016605536143,0.44993232687314355,0.466393659512202
27,1993-04-28,0.4663920104503631,0.4334709942340851,0.460904985666275,7900538.0,6808.939,7.1,143.8,2.96,3430.4,89.00575274754019,0.014919898485500283,0.3434627203517606,0.08504799008369451,0.43747241699954914,0.3106755772803122,0.4535893301169078,0.44078664978345244,0.42066831390062975,0.4078656335671744,0.47370766599973047,0.4865103463331858,0.5066286822160084
28,1993-04-29,0.4663920104503631,0.4170100092887878,0.438957005739212,8214919.0,6808.939,7.1,143.8,2.96,3430.4,71.12237834538885,0.017015694799884944,0.34741997515892353,0.07681700587272638,0.44720230047227993,0.3094504957961831,0.4407863418261209,0.41518067320187874,0.3914043406645456,0.3657986720403034,0.46456267436345405,0.49016834298769624,0.5139446755250294
29,1993-04-30,0.4663920104503631,0.438957005739212,0.4663920104503631,5216906.0,6808.939,7.1,143.8,2.96,3430.4,77.61067598746865,0.01931070164289653,0.35047060829832577,0.09876501560211182,0.4620721648434061,0.3061032314797979,0.4572470088799794,0.44810200730959565,0.42981200416882825,0.42066700259844453,0.4755370120207468,0.4846820135911305,0.5029720167318978
30,1993-05-01,0.4663920104503631,0.438957005739212,0.4663920104503631,5216906.0,6808.939,7.1,144.2,3.0,3425.0,77.61067598746865,0.021566248739675047,0.353368706459254,0.10973900556564331,0.4745597194710497,0.3045895774087186,0.4572470088799794,0.44810200730959565,0.42981200416882825,0.42066700259844453,0.4755370120207468,0.4846820135911305,0.5029720167318978
31,1993-05-03,0.4718790054321289,0.460904985666275,0.4718790054321289,1795163.0,6808.939,7.1,144.2,3.0,3425.0,78.87454138974908,0.023717211683046566,0.35437953212960355,0.11522600054740911,0.4862160683335258,0.30473023050413584,0.4682209988435109,0.46456299225489295,0.45724697907765705,0.45358897248903907,0.47553701202074683,0.4791950186093648,0.4865110317866007
32,1993-05-04,0.4718790054321289,0.4499309957027435,0.4499309957027435,1612913.0,6808.939,7.1,144.2,3.0,3425.0,62.572206758112934,0.025285642273886546,0.35510622188559854,0.07956099510192866,0.4913622616986791,0.3100092381973704,0.457246998945872,0.4426149924596151,0.4352989892164866,0.4206669827302297,0.46456300218900054,0.47919500867525744,0.48651101191838597
33,1993-05-05,0.4663920104503631,0.4499309957027435,0.4554179906845093,1025156.0,6808.939,7.1,144.2,3.0,3425.0,64.67813655423981,0.02643664385518346,0.35558877858956556,0.06584298610687256,0.49677645638242773,0.31474594399675315,0.457246998945872,0.4481019874413809,0.4407859841982524,0.4316409726937613,0.46456300218900054,0.47370801369349164,0.48102401693662017
34,1993-05-06,0.4663920104503631,0.4554179906845093,0.4663920104503631,154913.0,6808.939,7.1,144.2,3.0,3425.0,68.7374546452798,0.027380501232518277,0.35566926660351494,0.05486899614334101,0.5030262443154807,0.31947005662026445,0.4627340038617452,0.45907599727312726,0.45175998409589135,0.44810197750727343,0.4700500170389811,0.473708023627599,0.4810240368048349
35,1993-05-07,0.4938269853591919,0.4663920104503631,0.4883399903774261,1895400.0,6808.939,7.1,144.2,3.0,3425.0,75.29058328918435,0.02843280757279017,0.3568380231193791,0.07407400012016291,0.5111814499125732,0.32530665097377154,0.4828529953956604,0.4718790054321289,0.4554180204868316,0.4444440305233001,0.4993139803409577,0.5102879703044891,0.5267489552497865
36,1993-05-10,0.5157750248908997,0.4883399903774261,0.5157750248908997,5900344.0,6808.939,7.1,144.2,3.0,3425.0,81.02678231757969,0.02987082981734233,0.3610803180371057,0.08230403065681458,0.5245605894995936,0.32729101388919274,0.5066300133864085,0.49748500188191724,0.4791949788729349,0.4700499673684437,0.5249200363953908,0.5340650478998821,0.5523550709088644
37,1993-05-11,0.5157750248908997,0.49931401014328,0.5157750248908997,2847656.0,6808.939,7.1,144.2,3.0,3425.0,81.02678231757969,0.03140714615245867,0.36304776302884856,0.054870039224624634,0.5363360931824315,0.32950731313718673,0.5102880199750265,0.5048010150591533,0.4938270052274068,0.48834000031153363,0.5212620298067729,0.5267490347226462,0.5377230445543927
38,1993-05-12,0.5157750248908997,0.5048009753227234,0.5157750248908997,1854394.0,6808.939,7.1,144.2,3.0,3425.0,81.02678231757969,0.03285295183924454,0.36430227881979144,0.07681801915168768,0.5447020753209266,0.336504833501133,0.5121170083681742,0.5084589918454487,0.5011429587999979,0.49748494227727247,0.519433041413625,0.5230910579363505,0.5304070909818013
39,1993-05-13,0.5157750248908997,0.4883399903774261,0.4883399903774261,2574281.0,6808.939,7.1,144.2,3.0,3425.0,59.72696476718249,0.03365364720689536,0.3657007163651861,0.02194797992706299,0.5468474298308288,0.34643077854414817,0.4974850018819173,0.47919497887293494,0.47004996736844373,0.4517599443594614,0.5066300133864086,0.5249200363953909,0.5340650478998821
40,1993-05-14,0.5048009753227234,0.4883399903774261,0.4938269853591919,2328244.0,6808.939,7.1,144.2,3.0,3425.0,62.030321323347465,0.03401886448097888,0.3669940008969738,0.02743497490882879,0.5462753850371033,0.36072022138532084,0.49565598368644714,0.4865109920501709,0.47919499874114985,0.4700500071048736,0.5029719769954681,0.5121169686317444,0.5194329619407655
41,1993-05-17,0.5157750248908997,0.4938269853591919,0.5102880001068115,596869.0,6808.939,7.1,144.2,3.0,3425.0,68.30519323882424,0.03427707723248104,0.36736383936797823,0.03840899467468262,0.5452252854324758,0.3771338205121576,0.506630003452301,0.4974849820137024,0.48468196392059326,0.47553694248199463,0.5194330215454102,0.5285780429840088,0.5413810610771179
42,1993-05-18,0.5322359800338745,0.5157750248908997,0.5322359800338745,1931850.0,6808.939,7.1,144.2,3.0,3425.0,74.72998788055443,0.034726728491704086,0.3687297203066889,0.08230498433113104,0.5474697904997158,0.39107591338822373,0.5267489949862162,0.5212620099385579,0.5102880398432413,0.504801054795583,0.5377229650815327,0.543209950129191,0.5541839202245076
43,1993-05-19,0.5322359800338745,0.521261990070343,0.521261990070343,2009306.0,6808.939,7.1,144.2,3.0,3425.0,66.90558142581949,0.035018565397479134,0.3700328086142357,0.06584399938583374,0.5477184215613723,0.40399598087583777,0.5249199867248535,0.5176039934158325,0.513945996761322,0.506630003452301,0.528577983379364,0.535893976688385,0.5395519733428955
44,1993-05-20,0.5377230048179626,0.521261990070343,0.5267490148544312,984150.0,6808.939,7.1,144.2,3.0,3425.0,68.7907905319545,0.03520391663273592,0.3706858305871588,0.06035700440406805,0.5501618470828404,0.4130751554091105,0.528578003247579,0.5194330016771953,0.5121169884999593,0.5029719869295757,0.5358940164248149,0.5450390179951986,0.5523550311724346
45,1993-05-21,0.5377230048179626,0.521261990070343,0.5377230048179626,369056.0,6808.939,7.1,144.2,3.0,3425.0,72.41677071654507,0.03540765504818315,0.37094643387979775,0.049383014440536555,0.5529481290425304,0.42263457490549056,0.5322359999020895,0.5267489949862163,0.5157749851544698,0.5102879802385967,0.5432100097338359,0.5486970146497091,0.5596710244814556
46,1993-05-24,0.5322359800338745,0.4938269853591919,0.5020580291748047,1590131.0,6808.939,7.1,144.2,3.0,3425.0,50.440735274443874,0.03496252282305327,0.3718218990669987,-0.01371699571609497,0.5513666741168567,0.4310747333252361,0.509373664855957,0.48651134967803955,0.4709646701812744,0.44810235500335693,0.5249203443527222,0.5477826595306396,0.5633293390274048
47,1993-05-25,0.5048009753227234,0.49931401014328,0.5048009753227234,1170956.0,6808.939,7.1,144.2,3.0,3425.0,51.74035872148084,0.03409810105998985,0.3724725657122043,-0.01097404956817627,0.5520891634931206,0.43474184291461704,0.5029719869295756,0.5011429985364277,0.49748502175013215,0.4956560333569843,0.5066299637158711,0.508458952109019,0.5121169288953146
48,1993-05-26,0.5157750248908997,0.49931401014328,0.5157750248908997,405506.0,6808.939,7.1,144.2,3.0,3425.0,56.95166486189711,0.033113559236609594,0.37271497558918587,0.0,0.550748188708051,0.4437646196148554,0.5102880199750265,0.5048010150591533,0.4938270052274068,0.48834000031153363,0.5212620298067729,0.5267490347226462,0.5377230445543927
49,1993-05-27,0.5157750248908997,0.49931401014328,0.5102880001068115,1603800.0,6808.939,7.1,144.2,3.0,3425.0,53.61171383274492,0.03194232502035271,0.3736292718995487,0.02194800972938543,0.5511840825608536,0.44771832472769774,0.5084590117136637,0.5011429985364277,0.491997996966044,0.48468198378880806,0.5176040132840474,0.5249200264612834,0.5340650280316671
50,1993-05-28,0.5102880001068115,0.49931401014328,0.5102880001068115,223256.0,6808.939,7.1,144.2,3.0,3425.0,53.61171383274492,0.030642670642073024,0.3737555832534255,0.01646101474761963,0.5511499936568987,0.45214201259729747,0.506630003452301,0.5029720067977905,0.4956560134887695,0.491998016834259,0.513945996761322,0.5176039934158325,0.5249199867248536
51,1993-06-01,0.5102880001068115,0.49931401014328,0.49931401014328,437400.0,6808.939,7.0,144.3,3.04,3439.5,46.37067981013665,0.029085730578909837,0.37398253879582616,-0.01097398996353155,0.5505290687741247,0.4555064379511864,0.5029720067977905,0.49565601348876953,0.491998016834259,0.484682023525238,0.506630003452301,0.513945996761322,0.5176039934158326
52,1993-06-02,0.5102880001068115,0.49931401014328,0.49931401014328,132131.0,6808.939,7.0,144.3,3.04,3439.5,46.37067981013665,0.02738285394031845,0.37405093687931285,-0.03292196989059454,0.5459990827781634,0.46497472539120116,0.5029720067977905,0.49565601348876953,0.491998016834259,0.484682023525238,0.506630003452301,0.513945996761322,0.5176039934158326
53,1993-06-03,0.5102880001068115,0.49931401014328,0.49931401014328,419175.0,6808.939,7.0,144.3,3.04,3439.5,46.37067981013665,0.02561536362766332,0.37426743107693033,-0.021947979927063044,0.5408661638841992,0.4744972462310426,0.5029720067977905,0.49565601348876953,0.491998016834259,0.484682023525238,0.506630003452301,0.513945996761322,0.5176039934158326
54,1993-06-04,0.5102880001068115,0.460904985666275,0.4718790054321289,2715525.0,6808.939,7.0,144.3,3.04,3439.5,30.53292755250537,0.023403937406672733,0.37534823620784913,-0.054870009422302246,0.5397654493977391,0.4761466602156795,0.48102399706840515,0.4517599940299988,0.43164098262786865,0.4023769795894623,0.5011430084705353,0.5304070115089417,0.5505260229110718
55,1993-06-07,0.4828529953956604,0.4663920104503631,0.4828529953956604,2355581.0,6808.939,7.0,144.3,3.04,3439.5,39.99234072529986,0.021151928668596283,0.37637097936537167,-0.054870009422302246,0.5402881195947109,0.47507529052053116,0.47736600041389465,0.4718790054321289,0.46090501546859736,0.4554180204868316,0.4883399903774262,0.49382698535919195,0.5048009753227235
56,1993-06-08,0.4718790054321289,0.4279839992523193,0.4444440007209778,5039213.0,6808.939,7.0,144.3,3.04,3439.5,25.802800340951748,0.018331535012880568,0.3777287569730287,-0.057614028453826904,0.5469838553529642,0.4612464523452855,0.448102335135142,0.42432566483815515,0.4042073289553324,0.3804306586583455,0.4682206710179648,0.49199734131495165,0.5121156771977744
57,1993-06-09,0.4718790054321289,0.4444440007209778,0.460904985666275,2269013.0,6808.939,7.0,144.3,3.04,3439.5,36.87781506552656,0.01552358252260042,0.3784691189257252,-0.043895989656448364,0.5479601673745148,0.45478313640127255,0.45907599727312726,0.4462729891141256,0.43164099256197613,0.4188379844029745,0.47370799382527673,0.4865110019842784,0.5011429985364279
58,1993-06-10,0.4773660004138946,0.460904985666275,0.4718790054321289,405506.0,6808.939,7.0,144.3,3.04,3439.5,43.378995165199754,0.013010328114621376,0.37861747580928706,-0.04389601945877075,0.5470271491537192,0.451326552676191,0.4700499971707662,0.46273399392763775,0.4535889824231466,0.4462729791800182,0.47919500867525733,0.48651101191838575,0.4956560234228769
59,1993-06-11,0.5157750248908997,0.4828529953956604,0.5157750248908997,1344094.0,6808.939,7.0,144.3,3.04,3439.5,61.62209816171962,0.011484215888096677,0.37933574400555087,0.005487024784088135,0.5486630937817366,0.45243411149952106,0.5048010150591532,0.49382700522740675,0.47187898556391394,0.4609049757321675,0.526749034722646,0.5377230445543925,0.5596710642178853
60,1993-06-14,0.5377230048179626,0.5048009753227234,0.5322359800338745,7176094.0,6808.939,7.0,144.3,3.04,3439.5,66.31778931161246,0.01089327665581184,0.38349444463186155,0.02194797992706299,0.5524825609242582,0.4524555438244676,0.5249199867248535,0.5121169686317444,0.49199795722961426,0.4791949391365051,0.5450389981269836,0.5578420162200928,0.5779610276222229
61,1993-06-15,0.5432100296020508,0.5267490148544312,0.5377230048179626,2114100.0,6808.939,7.0,144.3,3.04,3439.5,67.83161993046642,0.010982178044817756,0.3847204310129728,0.03840899467468267,0.5562068998647031,0.45147470535513795,0.5358940164248148,0.5285780032475789,0.5194330016771952,0.5121169884999592,0.5450390179951985,0.5523550311724345,0.5615000327428181
62,1993-06-16,0.5871059894561768,0.5377230048179626,0.5816190242767334,4948088.0,6808.939,7.0,144.3,3.04,3439.5,77.26408581216042,0.012167834754790973,0.3883168433938861,0.08230501413345342,0.5681190328213719,0.444500876822755,0.5688160061836243,0.5505260229110718,0.5194330215454102,0.5011430382728577,0.5999090075492859,0.6181989908218384,0.6492919921875
63,1993-06-17,0.5816190242767334,0.5706449747085571,0.5816190242767334,5836556.0,6808.939,7.0,144.3,3.04,3439.5,77.26408581216042,0.013951029411617372,0.3923936993979158,0.08230501413345342,0.5795342151317404,0.43912139793302546,0.5779610077540079,0.5743029912312825,0.5669869581858317,0.5633289416631062,0.5852770407994587,0.5889350573221842,0.596251090367635
64,1993-06-18,0.5816190242767334,0.5706449747085571,0.5788750052452087,883913.0,6808.939,7.0,144.3,3.04,3439.5,75.4234815631061,0.015939694827749346,0.39298743328614316,0.10699599981307983,0.5884502515730294,0.43541796053081416,0.5770463347434998,0.5724736452102661,0.5660722851753235,0.5614995956420898,0.5834476947784424,0.588020384311676,0.5944217443466187
