o_x,h_x,l_x,c_x,t,o_y,h_y,l_y,c_y,longLiquidationUsd,shortLiquidationUsd,longAccount_x,shortAccount_x,longShortRadio_x,longAccount_y,shortAccount_y,longShortRadio_y,longAccount,shortAccount,longShortRadio_x.1,longShortRadio_y.1,buy,sell,price_x,index,googleTrend,difficulty,transcations,sentByAddress,tweets,avg,ahr999,value,puellMultiple,modelVariance,nextHalving,stockFlow365dAverage,ma110,ma350Mu2,3LowBullHigh,x8,2LowBullHigh,price_y,ma350,1.6AccumulationHigh,x21,x13,x5,BTC price,Model price,Fire sale,Buy,Accumulate,Still cheap,Hold,Is this a bubble?,FOMO intensifies,"Sell. Seriously, sell",Maximum bubble territory,values,prices,RSI,MACD,MACD_Signal
2334770,2575620,2302280,2525380,2021-12-11,0.01,0.01,0.01,0.01,420,2490,80.07,19.93,4.018,78.3,21.7,3.608,48.49,51.51,0.941,0.961289971205,1057699,1079719,48444.0,81.98394949,100.218,23468677477375.0,225582,430294,127315,45466.2282,1.8377417294664973,48444.0,1.0652008375096886,0.0038774406814674,874,49061.39805422671,54081.82882882883,94316.96,141475.44,1542.4610285714286,94316.96,49252.0,47158.48,75453.56800000001,56.648812500000005,293.28445714285715,25639.92628571429,49252.0,11810.307538,15739.137241,21392.613843,29367.777148,39646.49919,53522.773906,73532.477022,101246.419487,135919.066724,184889.835755,24.0,47873.5,35.75741801145237,-1679.9352695364796,-1011.5580082274314
2518090,2540100,2333210,2495070,2021-12-12,0.01,0.01,0.01,0.01,760,2390,80.86,19.14,4.225,79.02,20.98,3.766,49.34,50.66,0.974,0.94338320807,748287,748339,49536.0,82.4316454,95.487,24195286980614.0,214668,405296,140184,45519.1641,1.9169212964887072,49536.0,1.026386917957995,0.020776556033816,873,49110.96964538706,54088.333333333336,94453.05142857145,141679.57714285713,1542.4610285714286,94453.05142857145,50142.0,47226.52571428572,75562.44114285715,56.648812500000005,293.28445714285715,25639.92628571429,50142.0,11825.651069,15759.584968,21420.406366,29405.930718,39698.00651,53592.308788,73628.007797,101377.955229,136095.647935,185130.038045,16.0,46972.5,29.37911301859799,-1614.576538667141,-1132.1617143153735
2501330,3046230,2412400,3046230,2021-12-13,0.01,0.01,0.01,0.01,0,29830,81.17,18.83,4.311,80.04,19.96,4.01,48.69,51.31,0.949,0.92552771018,1129347,1316961,48237.0,80.54905648,115.325,24195286980614.0,278070,497351,144296,45568.6696,1.8134864419209744,48237.0,1.0506564614129288,-0.052145142085731,872,49127.09414061404,54078.72972972973,94564.5142857143,141846.77142857143,1542.4610285714286,94564.5142857143,46631.0,47282.25714285715,75651.61142857144,56.648812500000005,293.28445714285715,25639.92628571429,46631.0,11841.011277,15780.05492,21448.229097,29444.12576,39749.569816,53661.919251,73723.642411,101509.633946,136272.421083,185370.501425,27.0,49548.5,22.62032607634481,-1825.0495952376878,-1270.7392904998364
2915860,3186310,2867060,2867060,2021-12-14,0.01,0.01,0.01,0.01,880,5480,83.28,16.72,4.981,81.77,18.23,4.485,48.78,51.22,0.952,1.000886120322,1021787,1047746,47180.0,81.26284155,128.051,24195286980614.0,278127,497983,141026,45626.4112,1.730546010833247,47180.0,1.023876879587366,-0.0165057126606864,871,49109.94151765808,54072.42342342343,94683.83428571429,142025.7514285714,1542.4610285714286,94683.83428571429,48306.0,47341.91714285714,75747.06742857143,56.648812500000005,293.28445714285715,25639.92628571429,48306.0,11856.388178,15800.547118,21476.082064,29482.362309,39801.189157,53731.605362,73819.380953,101641.45576,136449.386333,185611.226122,28.0,50086.5,29.59887403237157,-1835.5336185309934,-1383.698156106068
2943990,2993500,2657650,2692580,2021-12-15,0.01,0.01,-0.006171,0.01,12800,2460,78.7,21.3,3.695,78.11,21.89,3.568,49.74,50.26,0.99,1.068692102935,2505976,2421528,48126.0,80.38938395,117.41,24195286980614.0,280962,515343,146865,45697.3998,1.7956233738676504,48126.0,1.00880154293223,-0.0014561938281616,870,49120.47688054313,54089.51351351351,94796.91428571429,142195.37142857144,1542.4610285714286,94796.91428571429,49049.0,47398.45714285714,75837.53142857143,56.648812500000005,293.28445714285715,25639.92628571429,49049.0,11871.781786,15821.06158,21503.965293,29520.640402,39852.864582,53801.367186,73915.223514,101773.420799,136626.543856,185852.212365,21.0,46396.5,31.47632311977715,-1763.5591795894943,-1459.6703608027533
2678070,2930640,2440980,2728540,2021-12-16,0.01,0.01,-0.019371,0.01,6650,9590,73.47,26.53,2.769,72.37,27.63,2.619,48.93,51.07,0.958,1.003478174409,2032790,2088161,48590.0,78.70315413,103.867,24195286980614.0,256091,486497,123918,45769.3038,1.8252839298797088,48590.0,0.8344659404974406,-0.0298248232715607,869,49163.64682453535,54077.18018018018,94903.75428571428,142355.63142857142,1542.4610285714286,94903.75428571428,47719.0,47451.87714285714,75923.00342857144,56.648812500000005,293.28445714285715,25639.92628571429,47719.0,11887.192116,15841.598326,21531.878811,29558.960074,39904.59614,53871.20479,74011.170185,101905.529186,136803.893818,186093.460383,28.0,48277.5,30.456875220926122,-1793.1682752382985,-1526.3699436898623
2769220,3462860,2544400,3377980,2021-12-17,0.01,0.01,0.01,0.01,20290,15100,73.29,26.71,2.744,72.87,27.13,2.686,49.71,50.29,0.988,1.013516682617,2717456,2770423,47079.0,76.26621249,104.98,24195286980614.0,263346,474919,116145,45829.7682,1.70915551992424,47079.0,1.0500051109300748,-0.0653587408669356,868,49191.26443649222,54050.5045045045,94999.43428571428,142499.15142857144,1542.4610285714286,94999.43428571428,46079.0,47499.717142857146,75999.54742857143,56.648812500000005,293.28445714285715,25639.92628571429,46079.0,11902.619181,15862.157376,21559.822643,29597.321364,39956.383881,53941.118239,74107.221058,102037.781047,136981.436389,186334.970404,29.0,48984.0,32.587934947049916,-1926.7575293763948,-1606.447460827169
3348590,3846530,2993810,3766870,2021-12-18,0.01,0.01,0.01,0.01,2020,4690,73.34,26.66,2.751,71.37,28.63,2.493,45.3,54.7,0.828,1.002800725414,1933066,1995151,46612.0,75.89557765,98.576,24195286980614.0,239042,430895,116620,45885.2184,1.671326944019155,46612.0,0.8702010895852101,-0.0494118711766002,867,49279.82809260078,54032.59459459459,95083.73142857142,142625.59714285715,1542.4610285714286,95083.73142857142,46904.0,47541.86571428571,76066.98514285714,56.648812500000005,293.28445714285715,25639.92628571429,46904.0,11918.062998,15882.738749,21587.796817,29635.724306,40008.227853,54011.107602,74203.376223,102170.176508,137159.171736,186576.742658,23.0,47776.0,43.619305979428056,-1943.652158352088,-1673.8884003321527
3725100,3938630,3620820,3721850,2021-12-19,0.01,0.01,0.01,0.01,0,11560,73.23,26.77,2.736,71.9,28.1,2.559,49.66,50.34,0.986,0.907160626119,1489700,1694043,47192.0,75.78531307,87.429,24195286980614.0,206570,410728,113612,45939.2491,1.7090536195585118,47192.0,1.029711522507255,-0.0500800109634784,866,49290.68644894115,54030.83783783784,95162.74857142856,142744.12285714285,1542.4610285714286,95162.74857142856,46883.0,47581.374285714286,76130.19885714287,56.648812500000005,293.28445714285715,25639.92628571429,46883.0,11933.523579,15903.342465,21615.801359,29674.168937,40060.128105,54081.172942,74299.635772,102302.715694,137337.100027,186818.777373,24.0,45968.5,42.8971268635403,-1936.414022554105,-1726.3935247765432
3660710,4202060,3585350,4124630,2021-12-20,0.01,0.01,0.01,0.01,3360,12700,74.61,25.39,2.939,74.95,25.05,2.992,50.27,49.73,1.011,0.975755912159,3179158,3297649,46424.0,75.00249602,105.581,24195286980614.0,266803,501698,124159,45982.026,1.650304225751294,46424.0,0.9934495853620248,-0.0446214295155247,865,49273.31388890471,54031.37837837838,95251.80571428571,142877.70857142858,1542.4610285714286,95251.80571428571,47123.0,47625.90285714286,76201.44457142857,56.648812500000005,293.28445714285715,25639.92628571429,47123.0,11949.000941,15923.968543,21643.836296,29712.655294,40112.084688,54151.314328,74395.999795,102435.39873,137515.221432,187061.07478,29.0,46766.0,39.309130645944634,-1889.5304230251495,-1759.0209044262647
