o_x,h_x,l_x,c_x,t,o_y,h_y,l_y,c_y,longLiquidationUsd,shortLiquidationUsd,longAccount_x,shortAccount_x,longShortRadio_x,longAccount_y,shortAccount_y,longShortRadio_y,longAccount,shortAccount,longShortRadio_x.1,longShortRadio_y.1,buy,sell,price_x,index,googleTrend,difficulty,transcations,sentByAddress,tweets,avg,ahr999,value,puellMultiple,modelVariance,nextHalving,stockFlow365dAverage,ma110,ma350Mu2,3LowBullHigh,x8,2LowBullHigh,price_y,ma350,1.6AccumulationHigh,x21,x13,x5,BTC price,Model price,Fire sale,Buy,Accumulate,Still cheap,Hold,Is this a bubble?,FOMO intensifies,"Sell. Seriously, sell",Maximum bubble territory,values,prices,RSI,MACD,MACD_Signal
3305860,4387510,3262880,3813540,2021-12-23,0.01,0.01,0.01,0.01,8710,71840,69.82,30.18,2.313,69.64,30.36,2.294,49.47,50.53,0.979,0.979476973265,1506569,1694737,49064.0,76.86642388,100.489,24195286980614.0,291647,548787,133215,46181.8801,1.828582366849303,49064.0,1.0849936114055088,0.0343327898257292,862,49183.08580320788,54036.1981981982,95469.82857142856,143204.74285714288,1542.4610285714286,95469.82857142856,50901.0,47734.91428571429,76375.86285714286,56.648812500000005,293.28445714285715,25639.92628571429,50901.0,11995.533854,15985.981144,21728.123739,29828.365084,40268.292904,54362.19542,74685.719627,102834.312201,138050.746016,187789.54544,45.0,48910.0,58.510937412135185,248.84648895214923,11.017000124108492
3768580,3933580,3368360,3410000,2021-12-24,0.01,0.01,0.01,0.01,10,21390,69.82,30.18,2.313,69.64,30.36,2.294,49.47,50.53,0.979,0.884400025992,920843,1082675,51034.0,82.02547963,103.044,24195286980614.0,260414,495489,122898,46263.2523,1.9724587450218591,51034.0,1.1233887359801544,0.037565619703658,861,49168.81167035324,54046.37837837838,95526.81714285714,143290.2257142857,1542.4610285714286,95526.81714285714,51051.0,47763.40857142857,76421.45371428572,56.648812500000005,293.28445714285715,25639.92628571429,51051.0,12011.078482,16006.696866,21756.28052,29867.018709,40320.475297,54432.641651,74782.502462,102967.571898,138229.641563,188032.895907,34.0,48173.0,60.79018602776018,444.9609067830388,97.80578145589456
3410000,4318570,3398560,4246750,2021-12-25,0.01,0.01,0.01,0.01,820,1640,77.27,22.73,3.399,76.32,23.68,3.223,49.05,50.95,0.963,0.963495180534,587122,661122,50830.0,82.77039738,95.131,24242457398797.0,207656,420645,110526,46364.1498,1.9500580517152148,50830.0,1.0950566124576877,0.0270388630393991,860,49146.01916749512,54034.77477477478,95584.31428571428,143376.4714285714,1542.4610285714286,95584.31428571428,50493.0,47792.15714285714,76467.45142857142,56.648812500000005,293.28445714285715,25639.92628571429,50493.0,12026.639964,16027.435047,21784.467828,29905.714241,40372.714266,54503.164259,74879.39023,103100.976074,138408.731068,188276.510213,41.0,50784.5,53.884680398171916,549.0282038666919,188.05026593805405
4246750,5028800,4122320,4979820,2021-12-26,0.01,0.01,0.01,0.01,15760,850,77.7,22.3,3.484,76.5,23.5,3.255,47.89,52.11,0.919,1.006765393093,1390870,1519672,50143.0,80.39185117,91.851,24272331996980.0,198440,414081,91493,46448.6823,1.8919154096176904,50143.0,0.9859694718527786,0.035353297391401,859,49189.870289351056,54018.43243243243,95658.96,143488.44,1542.4610285714286,95658.96,50960.0,47829.48,76527.168,56.648812500000005,293.28445714285715,25639.92628571429,50960.0,12042.218315,16048.195709,21812.685691,29944.451718,40425.00986,54573.763311,74976.38302,103234.524856,138588.0147,188520.38859,39.0,50885.0,52.630225080385856,661.5592405690841,282.75206086426005
4979820,5343210,4882130,5268410,2021-12-27,0.01,0.01,0.01,0.01,2030,8310,74.16,25.84,2.87,73.81,26.19,2.818,46.68,53.32,0.875,0.918792628494,740692,879053,51062.0,80.53744055,97.23,24272331996980.0,249400,481096,105198,46523.6163,1.9563278541147129,51062.0,1.0974657986203462,0.0291737344817217,858,49228.66145897604,54051.13513513513,95744.76571428572,143617.14857142858,1542.4610285714286,95744.76571428572,50686.0,47872.38285714286,76595.81257142859,56.648812500000005,293.28445714285715,25639.92628571429,50686.0,12057.813548,16068.978869,21840.934134,29983.231177,40477.362129,54644.438875,75073.480926,103368.218371,138767.492629,188764.531267,37.0,50386.0,66.46633639243076,720.3278962126205,370.2672279339322
5268410,5284620,4723940,4841210,2021-12-28,0.01,0.01,0.01,0.01,310,80430,77.15,22.85,3.376,76.75,23.25,3.301,49.49,50.51,0.98,0.908081358433,1748695,1996372,48887.0,76.98661423,101.378,24272331996980.0,265288,529337,118350,46588.5303,1.7885138766880906,48887.0,0.9872934440019144,-0.0321405066681528,857,49283.82215987143,54064.738738738735,95822.82857142856,143734.24285714288,1542.4610285714286,95822.82857142856,47725.0,47911.41428571429,76658.26285714286,56.648812500000005,293.28445714285715,25639.92628571429,47725.0,12073.425679,16089.784548,21869.213184,30022.052654,40529.771123,54715.191016,75170.684038,103502.056743,138947.165025,189008.938475,40.0,50850.0,47.86381351569969,521.9577216175312,400.605326670652
4841210,4930390,4214760,4332380,2021-12-29,0.01,0.01,0.01,0.01,3350,22460,81.8,18.2,4.495,80.53,19.47,4.136,49.33,50.67,0.974,0.941123482159,1498887,1626259,47594.0,74.07069119,99.935,24272331996980.0,275938,532278,111906,46655.3797,1.690645047808293,47594.0,1.0048097817576822,-0.0517305263497789,856,49364.73701768307,54067.5045045045,95876.89714285714,143815.3457142857,1542.4610285714286,95876.89714285714,46876.0,47938.44857142857,76701.51771428571,56.648812500000005,293.28445714285715,25639.92628571429,46876.0,12089.054722,16110.612766,21897.522869,30060.916185,40582.23689,54786.019801,75267.992448,103636.0401,139127.032055,189253.610445,41.0,50323.5,42.07223641006932,292.86476178812154,379.05721369414596
4332380,4702900,4129830,4639890,2021-12-30,0.01,0.01,0.01,0.01,980,3030,81.81,18.19,4.498,80.22,19.78,4.056,48.25,51.75,0.932,0.955906670685,1073471,1134677,47092.0,74.8233543,98.683,24272331996980.0,244902,515166,126646,46715.7134,1.6509972564261195,47092.0,0.8096898030110325,-0.0435029432884519,855,49501.28266676342,54089.23423423423,95922.58285714286,143883.8742857143,1542.4610285714286,95922.58285714286,47394.0,47961.29142857143,76738.06628571429,56.648812500000005,293.28445714285715,25639.92628571429,47394.0,12104.700692,16131.463541,21925.863215,30099.821807,40634.75948,54856.925298,75365.406249,103770.168568,139307.093892,189498.547407,27.0,47828.0,48.739626153726824,151.36042275610816,333.5178555065384
4639890,5052330,4442830,4854660,2021-12-31,0.01,0.01,0.01,0.01,5810,26360,81.55,18.45,4.42,79.82,20.18,3.955,49.3,50.7,0.972,0.942480424379,1218653,1358245,47298.0,72.41927683,91.295,24272331996980.0,269391,524841,116434,46756.8706,1.661960171614817,47298.0,1.024118519031476,-0.0672222285092765,854,49506.549638108845,54098.47747747748,95976.30285714286,143964.45428571428,1542.4610285714286,95976.30285714286,46288.0,47988.15142857143,76781.04228571428,56.648812500000005,293.28445714285715,25639.92628571429,46288.0,12120.363604,16152.336894,21954.234248,30138.769557,40687.338943,54927.907573,75462.925531,103904.442274,139487.350703,189743.749593,22.0,46074.5,50.84553766485961,-49.457625462782744,256.9227593126742
4854660,5252840,4838270,5179510,2022-01-01,0.01,0.01,0.01,0.01,330,1330,84.54,15.46,5.468,83.16,16.84,4.938,49.42,50.58,0.977,0.94088195592,915939,926266,47103.0,76.03299873,89.435,24272331996980.0,186662,385845,93876,46793.9097,1.6449543043817711,47103.0,1.1529494584388942,-0.0371696258937177,853,49453.42261950651,54110.7027027027,96043.50857142857,144065.26285714284,1542.4610285714286,96043.50857142857,47649.0,48021.75428571428,76834.80685714286,56.648812500000005,293.28445714285715,25639.92628571429,47649.0,12136.043473,16173.232845,21982.635996,30177.759472,40739.975328,54998.966693,75560.550387,104038.861344,139667.80266,189989.217233,28.0,47276.0,52.888716556804965,-97.6602828939649,186.0061508713464
