o_x,h_x,l_x,c_x,t,o_y,h_y,l_y,c_y,longLiquidationUsd,shortLiquidationUsd,longAccount_x,shortAccount_x,longShortRadio_x,longAccount_y,shortAccount_y,longShortRadio_y,longAccount,shortAccount,longShortRadio_x.1,longShortRadio_y.1,buy,sell,price_x,index,googleTrend,difficulty,transcations,sentByAddress,tweets,avg,ahr999,value,puellMultiple,modelVariance,nextHalving,stockFlow365dAverage,ma110,ma350Mu2,3LowBullHigh,x8,2LowBullHigh,price_y,ma350,1.6AccumulationHigh,x21,x13,x5,BTC price,Model price,Fire sale,Buy,Accumulate,Still cheap,Hold,Is this a bubble?,FOMO intensifies,"Sell. Seriously, sell",Maximum bubble territory,values,prices,RSI,MACD,MACD_Signal
2384.62,2789.84,2207.58,2267.06,2021-07-09,0.097617,0.097617,-0.177158,-0.030038,6854.4007,5390.1812,64.2,35.8,1.793,63.2,36.8,1.717,48.76,51.24,0.952,2.857707903008,8506.715,7003.422,33163.0,76.67503753,88.519,14363025673660.0,227380,430067,98121,42965.9198,1.1073193785010835,33163.0,1.006998551923563,-0.408817370093173,1029,51091.48529002863,46413.06306306306,62423.05662857143,93634.58494285715,1542.4610285714286,62423.05662857143,33947.0,31211.528314285715,49938.44530285714,56.648812500000005,293.28445714285715,25639.92628571429,33947.0,9624.700711,12826.464079,17433.712459,23932.997908,32309.547208,43617.888731,59924.610904,82509.831559,110765.984199,150674.258729,20.0,33690.0,59.539371304077186,565.1521302758701,664.2366645540432
2244.92,2244.92,1805.68,1813.23,2021-07-10,-0.091049,0.01,-0.332574,-0.050632,15695.7261,4122.1,54.52,45.48,1.199,51.38,48.62,1.057,47.51,52.49,0.905,6.637336543437,9425.842,1083.991,33705.0,79.87398672,78.841,14363025673660.0,187102,359242,85014,43047.3112,1.1401896676927454,33705.0,1.2724386997659278,-0.4144933535784911,1028,51082.61074835872,46200.89189189189,62560.59782857142,93840.89674285712,1542.4610285714286,62560.59782857142,33749.0,31280.29891428571,50048.47826285714,56.648812500000005,293.28445714285715,25639.92628571429,33749.0,9637.629581,12843.693881,17457.131182,23965.147128,32352.948655,43676.480684,60005.107694,82620.667098,110914.776256,150876.659611,20.0,32789.5,54.81710889763121,517.272042370605,634.8437401173555
1810.96,1831.48,1685.05,1685.05,2021-07-11,-0.063169,0.01,-0.127348,-0.073474,54.2828,0.0,61.16,38.84,1.575,62.5,37.5,1.667,49.92,50.08,0.997,8.504058072386,9624.781,1382.888,33795.0,81.78860542,77.156,14363025673660.0,166019,316578,70863,43125.0122,1.1427608034755874,33795.0,0.9804235217107644,-0.3999539170157487,1027,51167.22913614992,46019.77477477478,62699.91028571429,94049.86542857144,1542.4610285714286,62699.91028571429,34300.0,31349.955142857147,50159.92822857144,56.648812500000005,293.28445714285715,25639.92628571429,34300.0,9650.572981,12860.943047,17480.576225,23997.332479,32396.39888,43735.138488,60085.694952,82731.627202,111063.735536,151079.287966,20.0,33968.5,48.32471759525177,517.8187308508641,611.4387382640573
1662.45,1849.47,1524.42,1638.6,2021-07-12,-0.051159,0.01,-0.207831,0.01,6882.9571,1827.1728,55.45,44.55,1.245,56.66,43.34,1.307,50.21,49.79,1.008,5.404975939939,8887.398,850.693,33701.0,78.91257053,88.491,14363025673660.0,220143,414366,98470,43204.6024,1.1328712265873924,33701.0,1.002540951318791,-0.4377208950203357,1026,51234.23177321235,45832.1981981982,62824.95394285714,94237.43091428572,1542.4610285714286,62824.95394285714,33072.0,31412.47697142857,50259.96315428571,56.648812500000005,293.28445714285715,25639.92628571429,33072.0,9663.530925,12878.211594,17504.047612,24029.553995,32439.897926,43793.8622,60166.372759,82842.711984,111212.862191,151282.143999,20.0,33745.5,43.524745645801005,414.3858659182806,572.028163794902
1651.78,1830.42,1640.62,1830.42,2021-07-13,0.01,0.035906,-0.050348,0.01,1896.8444,664.2444,66.62,33.38,1.996,67.74,32.26,2.1,49.9,50.1,0.996,5.322073477098,8885.562,2327.256,32855.0,78.70990842,88.205,14363025673660.0,229780,406438,141201,43272.3806,1.0736496299511726,32855.0,1.041295035976574,-0.4468768775130058,1025,51263.03723809888,45655.94594594595,62949.72742857143,94424.59114285714,1542.4610285714286,62949.72742857143,32789.0,31474.863714285715,50359.781942857146,56.648812500000005,293.28445714285715,25639.92628571429,32789.0,9676.503426,12895.499541,17527.545366,24061.811708,32483.445839,43852.651882,60247.141199,82953.921556,111362.156373,151485.227918,25.0,34145.0,35.58634992458522,306.0508764022379,518.8327063163692
1834.51,2016.15,1637.79,1637.79,2021-07-14,0.01,0.120112,-0.059774,0.01,4978.0479,2218.9526,57.47,42.53,1.351,56.73,43.27,1.311,47.38,52.62,0.9,1.217599975566,5717.979,2706.216,32489.0,75.85775576,92.291,14363025673660.0,236047,422466,98812,43326.9373,1.047202529192912,32489.0,1.2870156156358623,-0.4425545963983239,1024,51174.25984266423,45483.98198198198,63074.58062857143,94611.87094285716,1542.4610285714286,63074.58062857143,32874.0,31537.290314285718,50459.66450285714,56.648812500000005,293.28445714285715,25639.92628571429,32874.0,9689.490497,12912.806905,17551.069511,24094.105651,32527.042662,43911.507593,60328.000353,83065.256032,111511.618231,151688.539927,20.0,32843.0,39.21967079861817,224.46590311870386,459.95934567683616
1600.68,1700.14,1600.68,1677.11,2021-07-15,0.01,0.152789,0.01,0.051166,730.97,995.0533,49.42,50.58,0.977,47.32,52.68,0.898,46.9,53.1,0.883,0.879330734969,1060.317,1407.707,32109.0,74.5153383,91.168,14363025673660.0,226106,429187,92346,43364.007,1.0206711100491173,32109.0,0.9697606482563856,-0.4761063585219229,1023,51202.72482512504,45271.89189189189,63192.931085714285,94789.39662857144,1542.4610285714286,63192.931085714285,31807.0,31596.465542857142,50554.34486857143,56.648812500000005,293.28445714285715,25639.92628571429,31807.0,9702.49215,12930.133703,17574.620071,24126.435856,32570.688439,43970.429392,60408.950302,83176.715524,111661.247919,151892.080233,21.0,32620.5,40.593122305184565,72.8712271487675,382.54172197122244
1668.92,1756.75,1620.19,1643.07,2021-07-16,0.060319,0.104061,0.01,0.01,118.6251,118.9161,53.26,46.74,1.139,54.06,45.94,1.177,48.11,51.89,0.927,1.039721603223,1237.771,1193.513,31750.0,74.17595767,91.803,14363025673660.0,223316,413909,86926,43399.3351,0.995891108686922,31750.0,1.097114229592069,-0.4859967251522015,1022,51113.35869214411,45052.07207207207,63308.235542857146,94962.35331428572,1542.4610285714286,63308.235542857146,31439.0,31654.117771428573,50646.58843428572,56.648812500000005,293.28445714285715,25639.92628571429,31439.0,9715.5084,12947.479952,17598.197069,24158.802357,32614.383215,44029.41734,60489.99113,83288.300146,111811.045588,152095.849042,20.0,32730.0,37.62827822120866,-76.08609706869174,290.8161581632396
1631.39,1753.95,1631.39,1692.05,2021-07-17,0.01,0.01,-0.092571,0.01,279.5037,16.813,50.15,49.85,1.006,51.36,48.64,1.056,48.76,51.24,0.952,0.982207322257,1683.666,1580.717,31556.0,75.84773294,83.576,14348541098817.0,181904,339875,73357,43435.7894,0.9816791606665304,31556.0,1.0315930046226398,-0.4798588805775186,1021,51080.13509431043,44833.64864864865,63421.34788571429,95132.02182857144,1542.4610285714286,63421.34788571429,31612.0,31710.673942857145,50737.07830857144,56.648812500000005,293.28445714285715,25639.92628571429,31612.0,9728.539259,12964.845672,17621.800531,24191.205186,32658.127033,44088.471495,60571.122917,83400.010009,111961.011389,152299.84656,22.0,31743.5,32.04968944099379,-178.1229055345757,197.02834542367654
1692.22,1799.4,1647.68,1788.7,2021-07-18,0.01,0.109652,0.01,0.065953,47.066,234.8002,47.79,52.21,0.915,50.34,49.66,1.014,47.77,52.23,0.915,0.97471194454,1281.747,1454.687,31763.0,81.50648556,81.711,13672594272814.0,160978,307130,75089,43462.1926,0.9927292965723948,31763.0,1.0423209503461934,-0.4697015858741835,1020,51046.97926952643,44601.68468468468,63540.74525714286,95311.11788571428,1542.4610285714286,63540.74525714286,31914.0,31770.37262857143,50832.59620571429,56.648812500000005,293.28445714285715,25639.92628571429,31914.0,9741.584741,12982.230878,17645.430479,24223.644375,32701.919939,44147.591918,60652.345747,83511.845229,112111.145475,152504.072995,15.0,31222.5,29.658639233107323,-231.94521523822186,111.23363329129685
