Date,High,Low,Close,Volume,GDP,Unemployment,CPI,Interest_Rate,M2_Money_Supply
2014-09-24,23.219999313354492,21.350000381469727,23.079999923706055,60450900.0,17804.228,5.9,237.477,0.09,11470.6
2014-09-25,23.40999984741211,22.450000762939453,23.049999237060547,8430000.0,17804.228,5.9,237.477,0.09,11470.6
2014-09-26,23.3700008392334,22.90999984741211,23.25,2504400.0,17804.228,5.9,237.477,0.09,11470.6
2014-09-29,23.450000762939453,22.90999984741211,23.229999542236328,4832600.0,17804.228,5.9,237.477,0.09,11470.6
2014-09-30,23.56999969482422,23.049999237060547,23.420000076293945,4103100.0,17804.228,5.9,237.477,0.09,11470.6
2014-10-01,23.610000610351562,23.110000610351562,23.440000534057617,3915500.0,17912.079,5.7,237.43,0.09,11538.6
2014-10-02,23.59000015258789,23.30299949645996,23.34000015258789,3121400.0,17912.079,5.7,237.43,0.09,11538.6
2014-10-03,23.469999313354492,23.010000228881836,23.229999542236328,1585900.0,17912.079,5.7,237.43,0.09,11538.6
2014-10-06,23.3700008392334,22.610000610351562,22.639999389648438,1208400.0,17912.079,5.7,237.43,0.09,11538.6
2014-10-07,22.739999771118164,22.260000228881836,22.520000457763672,1508400.0,17912.079,5.7,237.43,0.09,11538.6
2014-10-08,23.149999618530273,22.110000610351562,22.75,1649200.0,17912.079,5.7,237.43,0.09,11538.6
2014-10-09,23.0,22.239999771118164,22.479999542236328,1229100.0,17912.079,5.7,237.43,0.09,11538.6
2014-10-10,22.559999465942383,22.135000228881836,22.280000686645508,924000.0,17912.079,5.7,237.43,0.09,11538.6
2014-10-13,22.65999984741211,22.1200008392334,22.450000762939453,1382800.0,17912.079,5.7,237.43,0.09,11538.6
2014-10-14,22.790000915527344,22.299999237060547,22.450000762939453,1605800.0,17912.079,5.7,237.43,0.09,11538.6
2014-10-15,22.200000762939453,21.5,21.850000381469727,3405400.0,17912.079,5.7,237.43,0.09,11538.6
2014-10-16,21.950000762939453,21.469999313354492,21.799999237060547,3105800.0,17912.079,5.7,237.43,0.09,11538.6
2014-10-17,22.06999969482422,21.729999542236328,21.920000076293945,2750600.0,17912.079,5.7,237.43,0.09,11538.6
2014-10-20,22.3799991607666,21.81999969482422,22.3799991607666,1870600.0,17912.079,5.7,237.43,0.09,11538.6
2014-10-21,22.93000030517578,22.110000610351562,22.81999969482422,1165500.0,17912.079,5.7,237.43,0.09,11538.6
2014-10-22,23.0,22.402999877929688,22.600000381469727,884700.0,17912.079,5.7,237.43,0.09,11538.6
2014-10-23,23.079999923706055,22.59000015258789,23.030000686645508,1154200.0,17912.079,5.7,237.43,0.09,11538.6
2014-10-24,23.489999771118164,22.770000457763672,23.18000030517578,1357800.0,17912.079,5.7,237.43,0.09,11538.6
2014-10-27,23.190000534057617,22.725000381469727,22.850000381469727,2898800.0,17912.079,5.7,237.43,0.09,11538.6
2014-10-28,23.59000015258789,22.93000030517578,23.280000686645508,1500600.0,17912.079,5.7,237.43,0.09,11538.6
2014-10-29,23.530000686645508,23.200000762939453,23.479999542236328,1302300.0,17912.079,5.7,237.43,0.09,11538.6
2014-10-30,23.690000534057617,23.297000885009766,23.440000534057617,1153600.0,17912.079,5.7,237.43,0.09,11538.6
2014-10-31,23.920000076293945,23.3700008392334,23.6200008392334,1238600.0,17912.079,5.7,237.43,0.09,11538.6
2014-11-01,23.920000076293945,23.3700008392334,23.6200008392334,1238600.0,17912.079,5.8,236.983,0.09,11615.0
2014-11-03,24.0,23.15999984741211,24.0,1826900.0,17912.079,5.8,236.983,0.09,11615.0
2014-11-04,23.90999984741211,23.43000030517578,23.600000381469727,1474500.0,17912.079,5.8,236.983,0.09,11615.0
2014-11-05,23.950000762939453,23.549999237060547,23.899999618530273,1097600.0,17912.079,5.8,236.983,0.09,11615.0
2014-11-06,24.459999084472656,23.75,24.299999237060547,1010700.0,17912.079,5.8,236.983,0.09,11615.0
2014-11-07,24.479999542236328,23.959999084472656,23.969999313354492,600700.0,17912.079,5.8,236.983,0.09,11615.0
2014-11-10,24.25,23.75,23.950000762939453,1531300.0,17912.079,5.8,236.983,0.09,11615.0
