Date,High,Low,Close,Volume,GDP,Unemployment,CPI,Interest_Rate,M2_Money_Supply
1990-01-01,20.9375,20.8125,20.8125,171800.0,5872.701,5.4,127.5,8.23,3170.4
1990-01-02,21.125,20.625,21.125,420200.0,5872.701,5.4,127.5,8.23,3170.4
1990-01-03,21.625,21.0625,21.625,256400.0,5872.701,5.4,127.5,8.23,3170.4
1990-01-04,22.0,21.25,22.0,242200.0,5872.701,5.4,127.5,8.23,3170.4
1990-01-05,22.0625,21.6875,21.8125,98400.0,5872.701,5.4,127.5,8.23,3170.4
1990-01-08,21.9375,21.5625,21.75,165800.0,5872.701,5.4,127.5,8.23,3170.4
1990-01-09,21.875,21.5,21.5625,82000.0,5872.701,5.4,127.5,8.23,3170.4
1990-01-10,21.625,21.25,21.625,179800.0,5872.701,5.4,127.5,8.23,3170.4
1990-01-11,21.75,21.375,21.4375,132000.0,5872.701,5.4,127.5,8.23,3170.4
1990-01-12,21.4375,20.5,20.875,150200.0,5872.701,5.4,127.5,8.23,3170.4
1990-01-15,20.8125,20.5625,20.625,169000.0,5872.701,5.4,127.5,8.23,3170.4
1990-01-16,20.875,20.3125,20.875,124600.0,5872.701,5.4,127.5,8.23,3170.4
1990-01-17,20.875,20.25,20.4375,167400.0,5872.701,5.4,127.5,8.23,3170.4
1990-01-18,20.375,19.9375,20.25,250200.0,5872.701,5.4,127.5,8.23,3170.4
1990-01-19,20.5,19.875,19.9375,216200.0,5872.701,5.4,127.5,8.23,3170.4
1990-01-22,20.0625,19.4375,19.5,277400.0,5872.701,5.4,127.5,8.23,3170.4
1990-01-23,19.6875,19.125,19.3125,343200.0,5872.701,5.4,127.5,8.23,3170.4
1990-01-24,20.0625,18.875,20.0,460000.0,5872.701,5.4,127.5,8.23,3170.4
1990-01-25,20.0,19.5625,19.5625,239800.0,5872.701,5.4,127.5,8.23,3170.4
1990-01-26,20.0,19.375,19.5625,217600.0,5872.701,5.4,127.5,8.23,3170.4
1990-01-29,19.8125,19.25,19.25,216000.0,5872.701,5.4,127.5,8.23,3170.4
1990-01-30,19.5,19.0,19.375,275800.0,5872.701,5.4,127.5,8.23,3170.4
1990-01-31,19.75,19.375,19.5625,304000.0,5872.701,5.4,127.5,8.23,3170.4
1990-02-01,19.6875,19.4375,19.5,609400.0,5872.701,5.3,128.0,8.24,3170.5
1990-02-02,19.625,19.375,19.625,361600.0,5872.701,5.3,128.0,8.24,3170.5
