Bullish,Neutral,Bearish,High,Low,Close,Volume,GDP,Unemployment,CPI,Interest_Rate,M2_Money_Supply,RSI,MACD_Signal,VWAP,Momentum,Bollinger_Upper,Bollinger_Lower,P,S1,S2,S3,R1,R2,R3,Next_Higher
0.24,0.38,0.38,5.34375,5.203125,5.265625,4729600.0,5872.701,5.4,127.5,8.23,3170.4,29.230653501148552,-0.0601011579156319,5.570555975371879,-0.296875,6.033696322915697,5.122553677084303,5.270833333333333,5.197916666666666,5.130208333333333,5.057291666666666,5.338541666666666,5.411458333333333,5.479166666666666,1
0.24,0.38,0.38,5.3125,5.203125,5.296875,2979200.0,5872.701,5.4,127.5,8.23,3170.4,34.28321220451521,-0.069069053579474,5.563172802480405,-0.1875,6.034691315208036,5.090308684791964,5.270833333333333,5.229166666666666,5.161458333333333,5.119791666666666,5.338541666666666,5.380208333333333,5.447916666666666,0
0.24,0.38,0.38,5.34375,5.1875,5.25,4882400.0,5872.701,5.4,127.5,8.23,3170.4,30.51281098361791,-0.076984029438079,5.54991328176489,-0.328125,5.995804451367416,5.065133048632584,5.260416666666667,5.177083333333334,5.104166666666667,5.020833333333334,5.333333333333334,5.416666666666667,5.489583333333334,1
0.24,0.38,0.38,5.328125,5.1875,5.328125,5279200.0,5872.701,5.4,127.5,8.23,3170.4,42.64349745546088,-0.0824022385260259,5.540204232838454,-0.1875,5.943386152149069,5.0613013478509306,5.28125,5.234375,5.140625,5.09375,5.375,5.421875,5.515625,0
0.24,0.38,0.38,5.328125,5.25,5.265625,3302400.0,5872.701,5.3,128.0,8.24,3170.5,36.72536537247322,-0.0867808307262693,5.532885524013379,-0.15625,5.891903671570391,5.0534088284296095,5.28125,5.234375,5.203125,5.15625,5.3125,5.359375,5.390625,0
0.15,0.37,0.48,5.3125,5.1875,5.25,3051200.0,5872.701,5.3,128.0,8.24,3170.5,35.31172579400268,-0.0903297748457148,5.526086402549689,-0.1875,5.846469851166268,5.044155148833732,5.25,5.1875,5.125,5.0625,5.3125,5.375,5.4375,0
0.15,0.37,0.48,5.265625,5.171875,5.21875,3564000.0,5872.701,5.3,128.0,8.24,3170.5,32.430945829593014,-0.0934653657758442,5.517693762604128,-0.078125,5.770732594978825,5.054267405021174,5.21875,5.171875,5.125,5.078125,5.265625,5.3125,5.359375,0
0.15,0.37,0.48,5.21875,5.125,5.203125,4259200.0,5872.701,5.3,128.0,8.24,3170.5,30.973157284004387,-0.0962137633516015,5.507752444869855,-0.09375,5.7258587408417725,5.047578759158228,5.182291666666667,5.145833333333334,5.088541666666667,5.052083333333334,5.239583333333334,5.276041666666667,5.333333333333334,1
0.15,0.37,0.48,5.34375,5.125,5.34375,3464000.0,5872.701,5.3,128.0,8.24,3170.5,52.94033164218988,-0.0961125197192759,5.503642773951793,0.015625,5.669157970501087,5.0667795294989135,5.270833333333333,5.197916666666666,5.052083333333333,4.979166666666666,5.416666666666666,5.489583333333333,5.635416666666666,0
0.15,0.37,0.48,5.375,5.296875,5.3125,3466400.0,5872.701,5.3,128.0,8.24,3170.5,48.94630044711646,-0.094509999167523,5.498966937045527,0.078125,5.57494737635164,5.114115123648361,5.328125,5.28125,5.25,5.203125,5.359375,5.40625,5.4375,1
